"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - VET MED","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","",""
"570
Animal Hlth Hist Restraint","001","77","",".",".",".",".",".",".",".","97.4",".",".",".",".","2.6",".",".","."
"625
Vet Diag&Therapeut Techniq","001","74","4.000","89.2",".",".",".",".",".",".","10.8",".",".",".",".",".",".",".","."
"629
Veterinary Nutrition","001","78","3.481","28.2","41.0","29.5","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"633
Companion Animal&Equine Med II","001","74","3.264","16.2","31.1","44.6","5.4","2.7",".",".",".",".",".",".",".",".",".",".","."
"667
Small Animal Neurology","001","21","4.000","47.6",".",".",".",".",".",".","52.4",".",".",".",".",".",".",".","."
"668
Clin Dermatology Rotation","001","26","4.000","38.5",".",".",".",".",".",".","61.5",".",".",".",".",".",".",".","."
"669
Small Anml Cardiolgy Rotatn","001","22","4.000","54.5",".",".",".",".",".",".","45.5",".",".",".",".",".",".",".","."
"670","001","34","4.000","5.9",".",".",".",".",".",".","94.1",".",".",".",".",".",".",".","."
"670","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Rotation:Lrge Animal Med","Course Total","39","4.000","5.1",".",".",".",".",".",".","94.9",".",".",".",".",".",".",".","."
"672
Sr Rotation:Theriogenology","001","16","4.000","25.0",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","."
"674
Sr Rotation:Ambulatory Serv","001","51","4.000","39.2",".",".",".",".",".",".","60.8",".",".",".",".",".",".",".","."
"675","002","10","4.000","80.0",".",".",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"675","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"675","004","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"675","006","19","",".",".",".",".",".",".",".","94.7",".",".",".",".",".",".","5.3","."
"675","007","36","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"675","008","33","4.000","3.0",".",".",".",".",".",".","97.0",".",".",".",".",".",".",".","."
"675","009","78","",".",".",".",".",".",".",".","96.2",".",".",".",".","3.8",".",".","."
"675","015","79","",".",".",".",".",".",".",".","93.7",".",".",".",".","6.3",".",".","."
"675","016","56","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"675","021","75","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"675","023","75","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"675","024","10","4.000","90.0",".",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Special Topics","Course Total","481","4.000","7.5",".",".",".",".",".",".","90.6",".",".",".",".","1.7",".","0.2","."
"678","001","49","4.000","75.5",".",".",".",".",".",".","24.5",".",".",".",".",".",".",".","."
"678","002","7","4.000","57.1",".",".",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"Small Animal Internal Med","Course Total","56","4.000","73.2",".",".",".",".",".",".","26.8",".",".",".",".",".",".",".","."
"679
Small Animal Oncology","001","16","4.000","37.5",".",".",".",".",".",".","62.5",".",".",".",".",".",".",".","."
"699","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","065","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Directed Study","Course Total","27","4.000","55.6",".",".",".",".",".",".","44.4",".",".",".",".",".",".",".","."
"703
Production Medicine II","001","9","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 398 of 407",""
