"","990
032","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","30","",".",".",".",".",".",".",".","90.0","",".",".",".","10.0",".",".",".","."
"COM ARTS
250","Dept. Total","3100","3.217","23.4","30.6","25.5","9.3","6.0","1.1","1.3","1.8","",".","0.6",".","0.1","0.2","0.0",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","352","3.101","11.9","39.8","30.1","6.8","5.7","3.4","2.0",".","",".",".",".",".",".","0.3",".","."
"Sophomore","","673","3.199","17.5","38.3","27.2","9.1","4.8","0.9","1.9","0.1","",".","0.1",".",".",".",".",".","."
"Junior","","780","3.189","19.7","32.3","28.2","11.2","6.2","0.6","1.2","0.5","",".","0.1",".",".",".",".",".","."
"Senior","","1087","3.196","24.9","26.0","25.8","10.7","7.9","1.1","0.9","1.2","",".","1.5",".",".",".",".",".","."
"Undergraduates","","2892","3.183","20.2","32.3","27.3","10.0","6.4","1.2","1.3","0.6","",".","0.6",".",".",".","0.0",".","."
"Special","","11","3.500","36.4","27.3","9.1",".","9.1",".",".","9.1","",".","9.1",".",".",".",".",".","."
"Graduate","","197","3.925","69.0","7.1","1.0",".",".",".",".","18.3","",".",".",".","1.5","3.0",".",".","."
"","Dept. Total","3100","3.217","23.4","30.6","25.5","9.3","6.0","1.1","1.3","1.8","",".","0.6",".","0.1","0.2","0.0",".","."
