"Hlth Communication-Info Age","617
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
020","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
038","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","","","","",""
"FAM COM
464","Dept. Total","","81","3.766","65.4","19.8","9.9","",".","1.2","",".","",".","",".","",".","3.7","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","9","3.667","44.4","44.4","11.1","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","13","3.923","84.6","15.4",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","13","3.769","69.2","15.4","15.4","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","43","3.718","60.5","18.6","11.6","",".","2.3","",".","",".","",".","",".","7.0","",".","",".","",".",".",".","."
"Undergraduates","","","78","3.757","64.1","20.5","10.3","",".","1.3","",".","",".","",".","",".","3.8","",".","",".","",".",".",".","."
"Graduate","","","3","4.000","100.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","81","3.766","65.4","19.8","9.9","",".","1.2","",".","",".","",".","",".","3.7","",".","",".","",".",".",".","."
