"L&S","","","","","","","","","","","","","","","","","","","",""
"INTEGRATED LIBERAL STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","",""
"ILS
Dept. Total
500","1046","3.292","25.4","22.6","23.5","8.4","3.4","0.8","0.9","1.6","",".","12.9","0.2","",".","0.1","0.2",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","271","3.066","10.3","20.7","31.4","12.9","4.4","1.1","0.7",".","",".","18.1","0.4","",".",".",".",".","."
"Sophomore","352","3.259","19.6","25.3","25.9","7.4","4.0","0.6","0.6","0.3","",".","15.9","0.3","",".",".","0.3",".","."
"Junior","176","3.329","28.4","22.7","21.0","10.8","2.8","0.6","0.6","0.6","",".","11.9",".","",".",".","0.6",".","."
"Senior","217","3.531","51.6","20.7","14.7","3.7","1.8","0.9","1.8","1.4","",".","3.2",".","",".",".",".",".","."
"Undergraduates","1016","3.286","25.5","22.6","24.1","8.7","3.4","0.8","0.9","0.5","",".","13.1","0.2","",".",".","0.2",".","."
"Special","30","3.600","23.3","20.0","3.3",".","3.3",".",".","40.0","",".","6.7",".","",".","3.3",".",".","."
"Dept. Total","1046","3.292","25.4","22.6","23.5","8.4","3.4","0.8","0.9","1.6","",".","12.9","0.2","",".","0.1","0.2",".","."
