"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","203
004","17","3.559","41.2","41.2","5.9","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","203
005","18","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
006","17","3.588","58.8","35.3",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","107","3.703","59.8","29.9","4.7","2.8","0.9",".","0.9","0.9",".",".",".",".",".",".",".","."
"English Lit before 1800","215
001","185","3.101","21.6","24.3","29.2","16.2","3.2","2.2","2.7",".",".",".",".",".",".","0.5",".","."
"English Lit 1800-Present","216
001","99","3.112","16.2","38.4","20.2","12.1","7.1","4.0","1.0","1.0",".",".",".",".",".",".",".","."
"American Lit 1620-Present","217
001","101","3.376","28.7","34.7","23.8","8.9","4.0",".",".",".",".",".",".",".",".",".",".","."
"Shakespearean Drama","220
001","162","2.715","8.6","9.9","38.9","12.3","22.2","3.7","1.9","1.9",".",".",".",".",".",".","0.6","."
"Bascom Course","236
001","18","3.167","38.9","27.8","16.7","5.6",".",".","11.1",".",".",".",".",".",".",".",".","."
"","248
001","30","3.224","13.3","36.7","30.0","13.3","3.3",".",".","3.3",".",".",".",".",".",".",".","."
"","248
002","22","3.476","59.1","13.6","9.1","4.5",".","9.1",".","4.5",".",".",".",".",".",".",".","."
"Women in Ethnic Amer Lit","Course Total","52","3.330","32.7","26.9","21.2","9.6","1.9","3.8",".","3.8",".",".",".",".",".",".",".","."
"","300
001","14","3.607","78.6","7.1","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","300
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","13","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","41","3.793","80.5","12.2","4.9",".",".",".","2.4",".",".",".",".",".",".",".",".","."
"","301
001","14","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
002","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
003","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
004","16","3.594","62.5","18.8","12.5",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"","301
005","12","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","61","3.697","60.7","24.6","13.1",".",".","1.6",".",".",".",".",".",".",".",".",".","."
"","302
001","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","Course Total","26","3.865","73.1","26.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","303
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Poetry Workshop","305
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","307
001","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Expository&Critical Writing","315
001","15","3.433","53.3","6.7","26.7",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"Writing Internship","318
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"History of English Language","323
001","31","3.339","32.3","35.5","22.6",".","6.5",".","3.2",".",".",".",".",".",".",".",".","."
"","324
001","28","3.589","50.0","25.0","17.9","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","324
002","17","3.794","64.7","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Structure of English","Course Total","45","3.667","55.6","26.7","13.3","4.4",".",".",".",".",".",".",".",".",".",".",".","."
"English Grammar in Use","325
001","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL:Acad Presentatns & Disc","326
001","12","",".",".",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".","."
"ESL:Prof&Acad Writng Skills","327
001","14","",".",".",".",".",".",".",".",".",".","85.7","14.3",".",".",".",".","."
"","328
002","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
005","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Acad Skills Workshops","Course Total","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intro to the Syntax of English","329
001","11","3.750","63.6","9.1","18.2",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Global Spread of English","332
001","26","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Techniques&Materials for TESOL","335
001","16","3.594","37.5","43.8","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 204 of 407",""
