"Reading and Research","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"Bioethics and the Law","905
001","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Grad Studies-Medical Hist","919
001","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Advanced Independent Study","999
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MED HIST
452","Dept. Total","100","3.557","53.0","24.0","15.0","2.0","1.0","1.0","1.0","3.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","2.167",".",".","33.3","33.3",".","33.3",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","11","3.419","36.4","27.3","27.3","9.1",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","17","3.449","52.9","23.5","17.6",".",".",".","5.9",".","",".",".","",".","",".","",".",".",".","."
"Senior","","44","3.619","50.0","25.0","18.2",".","2.3",".",".","4.5","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","75","3.488","46.7","24.0","20.0","2.7","1.3","1.3","1.3","2.7","",".",".","",".","",".","",".",".",".","."
"Special","","4","3.571","25.0","50.0",".",".",".",".",".","25.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","10","3.850","70.0","30.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","9","3.864","88.9","11.1",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","11","3.906","90.9","9.1",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","100","3.557","53.0","24.0","15.0","2.0","1.0","1.0","1.0","3.0","",".",".","",".","",".","",".",".",".","."
