"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","204
001","20","3.175","25.0","25.0","30.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","204
002","22","3.182","22.7","22.7","40.9","4.5","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","003
204","16","3.233","31.3","25.0","18.8","6.3","6.3","6.3",".",".",".",".",".",".",".",".",".","6.3"
"","204
004","24","3.146","33.3","12.5","25.0","25.0",".",".","4.2",".",".",".",".",".",".",".",".","."
"","204
005","21","3.214","28.6","23.8","14.3","28.6","4.8",".",".",".",".",".",".",".",".",".",".","."
"","204
006","21","2.929","9.5","23.8","38.1",".","28.6",".",".",".",".",".",".",".",".",".",".","."
"","204
007","22","3.238","27.3","31.8","13.6","13.6","4.5","4.5",".","4.5",".",".",".",".",".",".",".","."
"","204
008","22","3.452","31.8","27.3","31.8","4.5",".",".",".","4.5",".",".",".",".",".",".",".","."
"","204
009","24","3.042","20.8","12.5","41.7","12.5","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"","204
010","22","3.091","18.2","27.3","22.7","18.2","13.6",".",".",".",".",".",".",".",".",".",".","."
"","204
011","23","3.341","39.1","17.4","17.4","13.0","8.7",".",".","4.3",".",".",".",".",".",".",".","."
"","012
204","21","3.071","28.6","9.5","38.1","4.8","14.3","4.8",".",".",".",".",".",".",".",".",".","."
"","204
013","23","3.587","69.6","8.7","13.0","4.3",".",".","4.3",".",".",".",".",".",".",".",".","."
"","204
014","22","3.364","31.8","22.7","36.4","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","204
015","23","3.068","21.7","8.7","47.8","4.3","8.7","4.3",".","4.3",".",".",".",".",".",".",".","."
"","204
016","21","2.905","23.8","9.5","33.3","9.5","19.0",".","4.8",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","347","3.190","29.1","19.0","29.1","10.4","8.1","2.0","0.9","1.2",".",".",".",".",".",".",".","0.3"
"","223
001","184","3.591","52.7","23.4","15.2","3.3","4.3",".",".","1.1",".",".",".",".",".",".",".","."
"","223
002","14","3.214","21.4","7.1","64.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","198","3.564","50.5","22.2","18.7","3.5","4.0",".",".","1.0",".",".",".",".",".",".",".","."
"","224
001","28","3.429","39.3","25.0","25.0","3.6","7.1",".",".",".",".",".",".",".",".",".",".","."
"","224
002","20","3.842","70.0","20.0","5.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","224
003","23","3.457","43.5","26.1","17.4","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","224
004","16","3.281","43.8","12.5","31.3","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"","224
005","27","3.611","55.6","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","224
006","24","3.354","25.0","33.3","33.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","224
007","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
008","20","3.816","60.0","35.0",".",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","175","3.578","52.0","23.4","16.0","4.0","2.9",".","0.6","1.1",".",".",".",".",".",".",".","."
"","226
001","19","3.579","42.1","31.6","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
002","17","3.412","41.2","17.6","29.4","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","226
003","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
004","19","3.421","36.8","15.8","42.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
005","18","3.912","77.8","16.7",".",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"","226
006","19","2.711","5.3","10.5","42.1","15.8","21.1","5.3",".",".",".",".",".",".",".",".",".","."
"","226
007","18","3.111","11.1","44.4","16.7","11.1","16.7",".",".",".",".",".",".",".",".",".",".","."
"","226
008","11","2.909","18.2","9.1","36.4","9.1","27.3",".",".",".",".",".",".",".",".",".",".","."
"","226
009","18","2.694","5.6","11.1","33.3","27.8","16.7","5.6",".",".",".",".",".",".",".",".",".","."
"","226
010","19","3.789","68.4","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
011","15","3.269","20.0","20.0","40.0",".","6.7",".",".","13.3",".",".",".",".",".",".",".","."
"","226
012","20","3.350","40.0","20.0","30.0",".","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","226
013","19","3.750","63.2","15.8","15.8",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"","226
014","17","3.235","17.6","29.4","41.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","226
015","10","3.300","10.0","40.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
016","15","3.367","40.0","13.3","26.7","20.0",".",".",".",".",".",".",".",".",".",".",".","."
