"","999
014","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
041","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
062","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","3","***","","","","","","","","","","","","","","","","",""
"ED PSYCH
315","Dept. Total","1049","3.628","56.1","18.0","13.3","3.8","2.2","0.2","0.5","5.6","0.1",".","",".","0.1","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","84","3.690","70.2","11.9","11.9","2.4","2.4",".","1.2",".",".",".","",".",".",".",".",".","."
"Sophomore","","233","3.656","57.1","24.9","13.7","2.1","1.7","0.4",".",".",".",".","",".",".",".",".",".","."
"Junior","","200","3.503","47.0","26.0","17.0","6.0","2.5","0.5","1.0",".",".",".","",".",".",".",".",".","."
"Senior","","239","3.455","46.4","16.7","20.1","8.4","3.8",".","0.8","3.8",".",".","",".",".",".",".",".","."
"Undergraduates","","756","3.557","52.5","21.2","16.4","5.2","2.6","0.3","0.7","1.2",".",".","",".",".",".",".",".","."
"Special","","10","3.357","30.0","10.0","20.0",".","10.0",".",".","30.0",".",".","",".",".",".",".",".","."
"Graduate","","282","3.860","66.7","9.9","4.6","0.4","0.7",".",".","16.7","0.4",".","",".","0.4","0.4",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1049","3.628","56.1","18.0","13.3","3.8","2.2","0.2","0.5","5.6","0.1",".","",".","0.1","0.1",".",".","."
