"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"517","001","","30","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"517","002","","29","3.276","34.5","17.2","20.7","24.1","3.4",".",".",".",".",".",".",".",".",".",".","."
"Intro to Clinical Psych","Course Total","","59","3.602","59.3","16.9","10.2","11.9","1.7",".",".",".",".",".",".",".",".",".",".","."
"524
Neurobi II:Intr-Brain&Behav","001","","8","2.750","12.5","25.0","12.5",".","50.0",".",".",".",".",".",".",".",".",".",".","."
"560
Child Psychology","001","","184","3.090","20.7","26.1","25.0","13.6","12.5","1.1","1.1",".",".",".",".",".",".",".",".","."
"587
Honors-Psych of Personality","001","","24","3.833","79.2","12.5","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"611
Systems Neuroscience","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"618","001","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"618","002","","15","3.898","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"618","003","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"618","004","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"618","006","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Topics","Course Total","","79","3.980","96.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"686
Honors Seminar in Psych","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"692","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"693","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"693","052","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"693","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"693","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Animal Behavior Problems","Course Total","","6","3.964","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
