"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2977","3.439","42.2","24.3","16.9","7.1","4.0","1.2","0.4","2.7","",".","0.4","0.0","0.3","0.1","0.1","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","103","3.255","33.0","25.2","19.4","10.7","8.7","2.9",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","520","3.269","33.1","23.7","24.0","10.6","5.4","2.5","0.8",".","",".",".",".",".",".",".",".","."
"Junior","","752","3.427","41.4","24.3","19.3","9.6","4.1","0.5","0.3","0.1","",".","0.1",".",".",".","0.3",".","."
"Senior","","1380","3.488","44.9","26.0","14.6","5.1","3.7","1.1","0.4","2.7","",".","0.8","0.1",".","0.1","0.1",".","0.3"
"Undergraduates","","2755","3.419","41.3","25.1","17.9","7.6","4.3","1.3","0.4","1.4","",".","0.4","0.0",".","0.1","0.1",".","0.1"
"Special","","28","3.664","53.6","14.3","7.1","3.6","3.6",".",".","14.3","",".",".",".",".",".",".","3.6","."
"Graduate","","179","3.817","55.3","12.8","4.5","1.1",".",".",".","20.1","",".",".",".","4.5","1.1",".","0.6","."
"Prof Yr 2","","3","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"Prof Yr 3","","11","3.727","54.5","36.4","9.1",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","15","3.708","40.0","33.3","6.7",".",".",".",".","20.0","",".",".",".",".",".",".",".","."
"","College Total","2977","3.439","42.2","24.3","16.9","7.1","4.0","1.2","0.4","2.7","",".","0.4","0.0","0.3","0.1","0.1","0.1","0.1"
