"Topics in Global Security","Course Total","63","3.653","52.4","27.0","15.9","3.2",".",".",".",".",".",".",".",".",".",".","1.6","."
"Business in Emerging Markets","615
001","11","3.273","9.1","45.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","620
001","29","",".",".",".",".",".",".",".",".",".","96.6",".",".",".",".","3.4","."
"","620
003","10","",".",".",".",".",".",".",".",".",".","80.0","10.0",".",".",".",".","."
"Topics-International Studies","Course Total","39","",".",".",".",".",".",".",".",".",".","92.3","2.6",".",".",".","2.6","."
"INTL ST
504","Dept. Total","113","3.596","30.1","19.5","12.4","2.7",".",".",".",".",".","31.9","0.9",".",".",".","1.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","",""
"Junior","","2","3.500",".","50.0",".",".",".",".",".",".",".","50.0",".",".",".",".",".","."
"Senior","","97","3.593","34.0","20.6","14.4","3.1",".",".",".",".",".","26.8",".",".",".",".","1.0","."
"Undergraduates","","99","3.592","33.3","21.2","14.1","3.0",".",".",".",".",".","27.3",".",".",".",".","1.0","."
"Special","","11","",".",".",".",".",".",".",".",".",".","72.7","9.1",".",".",".","9.1","."
"Graduate","","3","3.750","33.3","33.3",".",".",".",".",".",".",".","33.3",".",".",".",".",".","."
"","Dept. Total","113","3.596","30.1","19.5","12.4","2.7",".",".",".",".",".","31.9","0.9",".",".",".","1.8","."
