"RURAL SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","","",""
"Reading and Research","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","117","3.382","38.5","20.5","16.2","4.3","6.0","",".","1.7","6.8","",".",".","",".","",".","4.3","0.9","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.150",".","33.3","66.7",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","11","3.343","27.3","18.2","45.5","9.1",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","17","3.324","23.5","47.1","11.8","11.8","5.9","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","43","3.091","30.2","18.6","23.3","4.7","14.0","",".","4.7",".","",".",".","",".","",".",".","2.3","2.3","."
"Undergraduates","","74","3.188","27.0","25.7","25.7","6.8","9.5","",".","2.7",".","",".",".","",".","",".",".","1.4","1.4","."
"Special","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","42","3.906","57.1","11.9",".",".",".","",".",".","19.0","",".",".","",".","",".","11.9",".",".","."
"","Dept. Total","117","3.382","38.5","20.5","16.2","4.3","6.0","",".","1.7","6.8","",".",".","",".","",".","4.3","0.9","0.9","."
