"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","226
017","19","2.947","15.8","10.5","42.1","10.5","21.1",".",".",".",".",".",".",".",".",".",".","."
"","226
018","12","3.000","16.7","16.7","41.7","16.7",".","8.3",".",".",".",".",".",".",".",".",".","."
"","019
226","7","3.071","28.6",".","42.9","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","311","3.321","34.7","20.3","28.3","7.1","7.1","1.3",".","1.3",".",".",".",".",".",".",".","."
"Latin America-Introduction","001
260","23","3.739","52.2","43.5","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
001","18","2.853","5.6","22.2","33.3","5.6","27.8",".",".","5.6",".",".",".",".",".",".",".","."
"","311
002","19","3.474","47.4","15.8","26.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","311
003","20","3.150","15.0","15.0","60.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","311
004","19","3.079","10.5","31.6","36.8","15.8",".","5.3",".",".",".",".",".",".",".",".",".","."
"","311
005","18","3.444","33.3","38.9","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","311
006","17","3.750","52.9","35.3","5.9",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","311
007","22","3.477","40.9","31.8","13.6","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"","311
008","21","3.167","9.5","33.3","42.9","9.5","4.8",".",".",".",".",".",".",".",".",".",".","."
"","311
009","16","3.219","25.0","25.0","31.3","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","170","3.289","26.5","27.6","30.0","7.1","7.1","0.6",".","1.2",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","319
001","27","3.574","44.4","37.0","11.1","3.7","3.7",".",".",".",".",".",".",".",".",".",".","."
"","320
001","24","3.458","37.5","20.8","37.5","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","320
002","25","3.480","44.0","20.0","28.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","320
003","25","3.720","72.0","12.0","8.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","74","3.554","51.4","17.6","24.3","4.1","2.7",".",".",".",".",".",".",".",".",".",".","."
"","322
001","22","3.523","54.5","13.6","22.7",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","322
002","22","3.386","45.5","18.2","18.2","13.6",".","4.5",".",".",".",".",".",".",".",".",".","."
"","322
003","20","3.525","35.0","35.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Early Hispanic Lit","Course Total","64","3.477","45.3","21.9","23.4","4.7","3.1","1.6",".",".",".",".",".",".",".",".",".","."
"","324
001","21","3.024","33.3","14.3","28.6",".","14.3","4.8","4.8",".",".",".",".",".",".",".",".","."
"","324
002","26","3.346","38.5","19.2","23.1","11.5","7.7",".",".",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","Course Total","47","3.202","36.2","17.0","25.5","6.4","10.6","2.1","2.1",".",".",".",".",".",".",".",".","."
"","325
001","20","3.650","55.0","20.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
002","25","3.563","40.0","28.0","28.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"Advanced Conversation","Course Total","45","3.602","46.7","24.4","26.7",".",".",".",".","2.2",".",".",".",".",".",".",".","."
"","326
001","19","3.553","52.6","26.3","10.5",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","326
002","22","3.523","45.5","22.7","27.3",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","326
003","22","3.682","54.5","31.8","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","Course Total","63","3.587","50.8","27.0","15.9","1.6","4.8",".",".",".",".",".",".",".",".",".",".","."
"","327
001","26","3.154","38.5","11.5","23.1","3.8","19.2","3.8",".",".",".",".",".",".",".",".",".","."
"","327
002","23","2.826","17.4","8.7","30.4","8.7","34.8",".",".",".",".",".",".",".",".",".",".","."
"Intro to Spanish Linguistics","Course Total","49","3.000","28.6","10.2","26.5","6.1","26.5","2.0",".",".",".",".",".",".",".",".",".","."
"Spanish Business Area Study","359
001","22","3.238","40.9","13.6","22.7","4.5","9.1",".","4.5",".",".",".",".",".",".",".","4.5","."
"Lit de la Edad Med Castellana","414
001","23","3.513","52.2","17.4","26.1",".",".","4.3",".",".",".",".",".",".",".",".",".","."
"Literatura del Siglo de Oro","417
001","21","3.328","23.8","52.4","14.3",".","4.8",".","4.8",".",".",".",".",".",".",".",".","."
"Lit-Twentieth Century","453
001","25","3.680","60.0","24.0","12.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"Topics in Spanish Lit","456
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","460
000A","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","460
001","20","3.444","35.0","30.0","25.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 311 of 407",""
