"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Semiconductr Physics&Device","345
001","","10","3.000","40.0","20.0","10.0",".","20.0",".","10.0",".",".",".",".",".",".",".",".","."
"","350
001","","22","3.614","31.8","59.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","350
002","","23","3.370",".","73.9","26.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","350
003","","22","3.568","40.9","31.8","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Expression","Course Total","","67","3.515","23.9","55.2","20.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","351
001","","11","3.409","18.2","45.5","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","351
002","","13","3.692","53.8","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","351
003","","14","3.607","35.7","50.0","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","351
004","","15","3.400","33.3","33.3","13.3","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","351
005","","11","3.364","18.2","36.4","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","351
007","","9","3.333","33.3","22.2","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Logic Laboratory","Course Total","","73","3.479","32.9","37.0","23.3","6.8",".",".",".",".",".",".",".",".",".",".",".","."
"","352
001","","17","2.833","11.8","17.6","29.4","11.8","11.8",".","5.9","5.9","5.9",".",".",".",".",".",".","."
"","352
002","","38","2.313","2.6","7.9","7.9","2.6","10.5","7.9","2.6","50.0","7.9",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","","55","2.565","5.5","10.9","14.5","5.5","10.9","5.5","3.6","36.4","7.3",".",".",".",".",".",".","."
"Intro to Microprocessor Sys","353
001","","40","2.950","22.5","20.0","25.0","15.0","7.5","7.5","2.5",".",".",".",".",".",".",".",".","."
"","354
001","","7","3.286","28.6","28.6","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"","002
354","","19","3.105","36.8","26.3","5.3","15.8",".","15.8",".",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","","26","3.154","34.6","26.9","7.7","19.2",".","11.5",".",".",".",".",".",".",".",".",".","."
"","355
001","","29","2.750","13.8","10.3","27.6","24.1","13.8","3.4","3.4","3.4",".",".",".",".",".",".",".","."
"","355
002","","6","3.417","33.3","50.0",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","355
003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Electromech Energy Conversn","Course Total","","37","2.900","18.9","16.2","21.6","18.9","13.5","2.7","2.7","2.7",".",".",".",".","2.7",".",".","."
"","370
001","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
370","","12","3.625","33.3","58.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
005","","14","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Laboratory","Course Total","","50","3.770","60.0","34.0","6.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electricl&Electronc Circuit","376
001","","116","3.043","15.5","15.5","46.6","12.1","7.8","2.6",".",".",".",".",".",".",".",".",".","."
"Elec&Elec-mech Power Conver","377
001","","72","3.014","18.1","22.2","33.3","11.1","8.3","6.9",".",".",".",".",".",".",".",".",".","."
"","399
008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
039","","16","3.581","56.3","12.5","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","28","3.657","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","412
001","","51","3.440","47.1",".","47.1",".","3.9",".",".",".",".",".",".",".",".",".","2.0","."
"","412
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
