"PhD Thesis-Risk&Insurance","990
039","4","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
070","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
079","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Read&Rsch-Risk Mgt&Ins Phd","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"R M I
241","Dept. Total","397","3.200","24.9","21.9","26.7","15.4","8.3","0.3","",".","2.5","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","48","2.979","14.6","22.9","20.8","27.1","14.6",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","77","3.091","18.2","24.7","27.3","16.9","13.0",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","201","3.160","21.4","21.4","30.3","15.9","7.5","0.5","",".","3.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","326","3.116","19.6","22.4","28.2","17.8","9.8","0.3","",".","1.8","",".",".","",".","",".","",".",".",".","."
"Special","","2","3.750","50.0","50.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","69","3.589","49.3","18.8","20.3","4.3","1.4",".","",".","5.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","397","3.200","24.9","21.9","26.7","15.4","8.3","0.3","",".","2.5","",".",".","",".","",".","",".",".",".","."
