"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"CAVE","","","","","","","","","","","","","","","","","","","","","","",""
"CAVE","College Total","","71","3.895","43.7","11.3","1.4",".","",".","",".","",".","19.7","1.4",".",".","19.7","2.8",".",".","."
"Summary by College/School","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"CAVE","","Grades","","GPA","","","","","","","","","","","","","","","","","","",""
"Junior","","","3","3.833","66.7","33.3",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Senior","","","4","3.875","75.0","25.0",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","7","3.857","71.4","28.6",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Special","","","1","3.500",".","100.0",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Graduate","","","63","3.920","41.3","7.9","1.6",".","",".","",".","",".","22.2","1.6",".",".","22.2","3.2",".",".","."
"","College Total","","71","3.895","43.7","11.3","1.4",".","",".","",".","",".","19.7","1.4",".",".","19.7","2.8",".",".","."
