"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Hum Sexuality-Soc,Psych Iss","160
001","178","2.826","16.3","17.4","23.6","14.0","12.9","7.3","2.2","6.2",".",".",".",".",".",".",".","."
"","202
001","265","2.683","20.4","17.7","10.2","14.0","23.0","10.2","3.4","0.4",".",".",".",".",".","0.8",".","."
"","002
202","336","2.710","17.3","13.1","18.5","17.0","25.3","5.4","2.7","0.9",".",".",".",".",".",".",".","."
"","202
003","361","2.572","14.4","13.6","17.7","11.6","29.6","9.1","3.3","0.6",".",".",".",".",".",".",".","."
"","004
202","352","2.697","15.9","12.2","20.5","16.5","25.9","8.2","0.6",".","0.3",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1314","2.663","16.7","13.9","17.1","14.8","26.2","8.1","2.4","0.5","0.1",".",".",".",".","0.2",".","."
"","210
001","57","2.640","17.5","5.3","28.1","10.5","29.8","5.3","3.5",".",".",".",".",".",".",".",".","."
"","210
002","59","2.559","16.9","6.8","25.4","10.2","25.4","11.9","3.4",".",".",".",".",".",".",".",".","."
"","210
003","56","2.563","8.9","10.7","30.4","8.9","30.4","8.9","1.8",".",".",".",".",".",".",".",".","."
"","210
004","60","2.675","16.7","5.0","28.3","6.7","40.0","1.7","1.7",".",".",".",".",".",".",".",".","."
"","210
005","48","2.719","18.8","10.4","25.0","12.5","25.0","4.2","4.2",".",".",".",".",".",".",".",".","."
"Basic Stats for Psychology","Course Total","280","2.629","15.7","7.5","27.5","9.6","30.4","6.4","2.9",".",".",".",".",".",".",".",".","."
"","001
225","39","2.359","5.1","7.7","23.1","17.9","33.3","7.7","5.1",".",".",".",".",".",".",".",".","."
"","225
002","42","2.583","11.9","7.1","26.2","14.3","31.0","9.5",".",".",".",".",".",".",".",".",".","."
"","003
225","44","2.614","15.9","6.8","27.3","11.4","27.3","9.1","2.3",".",".",".",".",".",".",".",".","."
"","225
004","32","2.306","3.1","9.4","12.5","25.0","37.5","3.1","6.3",".",".",".",".",".",".","3.1",".","."
"Experimental Psychology","Course Total","157","2.481","9.6","7.6","22.9","16.6","31.8","7.6","3.2",".",".",".",".",".",".","0.6",".","."
"Honors Basic Stats for Psych","280
001","17","3.735","64.7","17.6","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Crse-Intro to Psych","281
001","30","3.783","73.3","13.3","10.0","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","10","3.000","20.0",".","50.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","386
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
002","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
003","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
015","26","3.635","50.0","34.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","411
048","21","3.476","42.9","19.0","28.6","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"","411
050","22","3.409","31.8","31.8","22.7","13.6",".",".",".",".",".",".",".",".",".",".",".","."
"","411
055","42","3.464","33.3","33.3","26.2","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","411
059","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
062","24","3.729","66.7","16.7","12.5","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","411
065","22","3.591","68.2","18.2","4.5",".","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","411
067","6","3.333","83.3",".",".",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"","411
070","22","3.659","54.5","22.7","22.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
071","23","3.587","43.5","39.1","13.0",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","411
072","14","3.786","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
073","26","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
074","17","3.529","58.8",".","35.3",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","297","3.638","57.9","21.5","15.2","3.7","1.0",".","0.7",".",".",".",".",".",".",".",".","."
"Cognitive Psychology","414
001","164","2.965","11.0","14.6","46.3","11.6","11.0","2.4",".",".",".",".",".",".","0.6",".","2.4","."
"Animal Behavior-Primates","450
001","334","3.218","28.4","26.9","21.0","12.0","8.1","1.8","0.9",".",".",".",".",".",".","0.3","0.6","."
"Honors Smr-Cognitive Psych","481
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Personality","507
001","366","3.302","32.8","27.9","18.3","12.8","4.4","2.2","0.5","1.1",".",".",".",".",".",".",".","."
"Abnormal Psychology","509
001","368","2.716","20.1","7.6","21.5","11.7","29.3","4.9","2.2","2.2","0.5",".",".",".",".",".",".","."
"Bhv Pathology-Psychoses","512
001","130","3.077","33.1","20.0","15.4","10.0","7.7","9.2","1.5","2.3","0.8",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 288 of 407",""
