"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","85448","3.207","34.6","20.1","20.2","7.8","8.4","2.3","1.5","3.4","0.1","0.9","0.0","0.2","0.2","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","11081","2.955","22.8","20.4","24.9","10.5","13.7","3.9","2.4","0.0",".","1.1","0.1",".","0.1","0.1","0.0","0.0"
"Sophomore","","19756","3.129","29.6","21.7","24.1","8.9","10.3","2.8","1.6","0.2","0.0","0.8","0.0",".","0.0","0.1","0.0","0.0"
"Junior","","18995","3.172","32.1","21.7","22.7","8.9","9.0","2.4","1.7","0.6","0.0","0.4","0.0",".","0.1","0.1","0.1","0.0"
"Senior","","24392","3.263","37.2","20.9","19.4","8.1","7.4","2.1","1.2","2.4","0.0","0.6","0.0","0.0","0.2","0.1","0.1","0.0"
"Undergraduates","","74224","3.154","31.7","21.3","22.3","8.9","9.5","2.6","1.6","1.0","0.0","0.7","0.0","0.0","0.1","0.1","0.1","0.0"
"Special","","1271","3.401","37.0","14.4","9.9","3.2","3.6","1.3","2.0","17.7",".","4.4","0.2",".","3.1","0.9","2.1","0.1"
"Graduate","","9902","3.795","56.5","12.3","5.5","0.7","0.4","0.0","0.2","19.3","0.2","1.7","0.0","1.5","0.9","0.1","0.6","0.0"
"Prof Yr 1","","138","3.563","55.1","10.9","27.5","0.7","2.9","0.7",".","1.4",".",".",".",".",".",".","0.7","."
"Prof Yr 2","","22","3.238","36.4","27.3","4.5","9.1","9.1","4.5",".","9.1",".",".",".",".",".",".",".","."
"Prof Yr 3","","45","3.731","60.0","17.8","11.1","2.2",".",".",".","6.7",".",".",".",".","2.2",".",".","."
"Prof Yr 4","","6","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Professionals","","211","3.569","54.5","13.7","20.9","1.9","2.8","0.9",".","4.3",".",".",".",".","0.5",".","0.5","."
"","College Total","85608","3.207","34.7","20.1","20.2","7.8","8.4","2.3","1.4","3.4","0.1","0.9","0.0","0.2","0.2","0.1","0.2","0.0"
