"","990
023","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
026","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
031","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Individual Research","Course Total","22","",".",".",".",".",".",".",".","77.3","",".",".",".","22.7","",".",".",".","."
"FRENCH
400","Dept. Total","1097","3.432","42.6","26.4","15.6","4.8","3.5","1.5","0.7","4.1","",".",".",".","0.5","",".","0.1","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","128","3.293","27.3","34.4","23.4","7.0","3.1","2.3","1.6",".","",".",".",".",".","",".","0.8",".","."
"Sophomore","","293","3.440","41.0","30.0","17.4","6.5","3.1","2.0",".",".","",".",".",".",".","",".",".",".","."
"Junior","","220","3.400","41.4","27.3","17.3","4.5","5.5","0.5","1.4","1.4","",".",".",".",".","",".",".",".","0.9"
"Senior","","292","3.425","45.5","25.0","14.7","3.4","4.1","2.1","0.7","4.5","",".",".",".",".","",".",".",".","."
"Undergraduates","","933","3.404","40.6","28.4","17.4","5.1","4.0","1.7","0.8","1.7","",".",".",".",".","",".","0.1",".","0.2"
"Special","","20","3.527","50.0","25.0",".","15.0",".",".",".","10.0","",".",".",".",".","",".",".",".","."
"Graduate","","142","3.708","54.2","14.1","6.3","1.4","0.7",".","0.7","18.3","",".",".",".","3.5","",".",".","0.7","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".","100.0","",".",".",".",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".","50.0","",".",".",".",".","",".",".",".","."
"","Dept. Total","1097","3.432","42.6","26.4","15.6","4.8","3.5","1.5","0.7","4.1","",".",".",".","0.5","",".","0.1","0.1","0.2"
