"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Introduction to Education","Course Total","","72","3.861","76.4","19.4","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","367
001","","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
002","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
003","","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
004","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum II","Course Total","","71","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","368
001","","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","368
002","","25","3.920","84.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","368
003","","26","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Reading","Course Total","","71","3.944","90.1","8.5","1.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","369
001","","20","3.850","90.0",".","5.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","369
002","","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","369
003","","26","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Language Arts","Course Total","","71","3.930","91.5","5.6","1.4",".","1.4",".",".",".",".",".",".",".",".",".",".","."
"","370
001","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","","21","3.875","71.4","23.8",".",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"","370
004","","13","3.731","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Mathematics","Course Total","","83","3.915","83.1","14.5","1.2",".",".",".",".",".",".",".",".",".","1.2",".",".","."
"","371
001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
002","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
003","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Social Studies","Course Total","","70","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
001","","23","3.935","87.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
002","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
372","","23","3.848","82.6","8.7","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science","Course Total","","70","3.929","90.0","7.1","1.4","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"","373
001","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
002","","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
003","","19","",".",".",".",".",".",".",".",".",".","94.7","5.3",".",".",".",".","."
"","373
004","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum III","Course Total","","70","",".",".",".",".",".",".",".",".",".","98.6","1.4",".",".",".",".","."
"Pract: Rdg & Math-Elem Schl","374
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","375
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
002","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
003","","13","3.900","92.3",".",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","375
004","","6","3.667","83.3",".",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","375
005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","375
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Proseminar","Course Total","","54","3.938","96.3",".",".","1.9","1.9",".",".",".",".",".",".",".",".",".",".","."
"Teaching Methods:Agri-sci Educ","377
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching Science-Sec Schl","390
001","","15","3.821","60.0","33.3",".",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"Teach Secondary Schl Math I","393
001","","17","3.906","76.5","17.6",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"Teach Secondry Schl Math II","394
001","","11","3.750","45.5","45.5",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","","Page 84 of 407"
