"","699
021","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
022","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","8","3.769","62.5",".",".","12.5",".",".","",".",".","",".",".","",".","",".","",".",".","25.0","."
"Externship","775
001","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"COMP BIO
934","Dept. Total","565","3.173","21.8","18.8","40.5","6.2","10.6","1.4","",".","0.4","",".",".","",".","",".","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","3","3.250","33.3",".",".","33.3",".",".","",".",".","",".",".","",".","",".","",".",".","33.3","."
"Senior","","3","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","7","3.769","71.4",".",".","14.3",".",".","",".",".","",".",".","",".","",".","",".",".","14.3","."
"Special","","2","3.000",".",".","50.0",".",".",".","",".",".","",".",".","",".","",".","",".",".","50.0","."
"Graduate","","1","3.000",".",".","100.0",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","389","3.191","23.1","21.1","37.0","7.2","9.8","1.8","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","164","3.107","17.1","14.6","50.6","3.7","13.4","0.6","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","2","",".",".",".",".",".",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","555","3.168","21.3","19.1","40.9","6.1","10.8","1.4","",".","0.4","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","565","3.173","21.8","18.8","40.5","6.2","10.6","1.4","",".","0.4","",".",".","",".","",".","",".",".","0.4","."
