"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","","","",""
"DANCE PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","","",""
"","41
005","43","3.850","83.7","4.7","2.3",".",".",".","2.3","7.0",".","",".",".","",".","",".","",".",".","."
"","41
006","39","3.829","74.4","2.6","10.3","2.6",".",".",".","10.3",".","",".",".","",".","",".","",".",".","."
"","41
007","34","3.828","58.8","23.5","2.9",".",".",".",".","14.7",".","",".",".","",".","",".","",".",".","."
"Ballroom Dancing","Course Total","269","3.745","51.7","26.4","5.9","0.7",".",".","0.4","14.9","",".",".","",".","",".","",".",".",".","."
"Ballroom Dance II","42
001","32","3.907","68.8","15.6",".",".",".",".",".","15.6",".","",".",".","",".","",".","",".",".","."
"Advanced Sound Design","430
001","15","3.733","60.0","26.7","13.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Dance Repertory Theater","452
001","7","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Javanese Performance Repertory","453
001","15","3.833","73.3","20.0","6.7",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Dance Composition III","455
001","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","560
001","24","3.938","87.5","12.5",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","560
002","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","560
003","7","3.583","57.1","14.3",".",".","14.3",".",".","14.3",".","",".",".","",".","",".","",".",".","."
"Current Topics-Dance:Wkshp","Course Total","41","3.845","75.6","17.1","2.4",".","2.4",".",".","2.4","",".",".","",".","",".","",".",".",".","."
"Advanced Video Design","565
001","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","699
004","14","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","699
008","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Project","Course Total","17","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"DANCE
741","Dept. Total","801","3.714","60.3","21.0","6.4","1.7","1.0","0.1","0.4","8.9","",".",".","",".","",".","",".","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","55","3.800","67.3","25.5","1.8","1.8",".",".",".","3.6","",".",".","",".","",".","",".",".",".","."
"Sophomore","","147","3.749","70.7","18.4","5.4","2.0","0.7",".",".","2.7","",".",".","",".","",".","",".",".",".","."
"Junior","","172","3.620","58.1","25.0","8.1","1.7","2.3","0.6","0.6","3.5","",".",".","",".","",".","",".",".",".","."
"Senior","","380","3.742","58.4","19.2","6.8","1.3","0.5",".","0.5","12.9","",".",".","",".","",".","",".",".",".","0.3"
"Undergraduates","","754","3.716","61.4","20.8","6.5","1.6","0.9","0.1","0.4","8.1","",".",".","",".","",".","",".",".",".","0.1"
"Special","","12","3.571","50.0","16.7","16.7","8.3",".",".",".",".","",".",".","",".","",".","",".","8.3",".","."
"Graduate","","31","3.720","41.9","19.4",".","3.2","3.2",".",".","32.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","4","3.625","25.0","75.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","801","3.714","60.3","21.0","6.4","1.7","1.0","0.1","0.4","8.9","",".",".","",".","",".","",".","0.1",".","0.1"
