"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","",""
"","990
049","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","28","",".",".",".",".",".",".",".","78.6","",".",".",".","21.4",".",".",".","."
"SOIL SCI
908","Dept. Total","295","3.266","36.6","15.3","13.6","8.5","6.8","2.0","1.0","12.9","",".",".",".","2.0","0.3",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.071","35.7","28.6","7.1","14.3",".","7.1","7.1",".","",".",".",".",".",".",".",".","."
"Sophomore","","43","3.248","44.2","16.3","16.3","7.0","9.3","4.7","2.3",".","",".",".",".",".",".",".",".","."
"Junior","","41","3.094","29.3","22.0","17.1","19.5","7.3","2.4","2.4",".","",".",".",".",".",".",".",".","."
"Senior","","91","3.094","31.9","17.6","20.9","13.2","14.3","1.1",".",".","",".",".",".",".","1.1",".",".","."
"Undergraduates","","189","3.131","34.4","19.0","18.0","13.2","10.6","2.6","1.6",".","",".",".",".",".","0.5",".",".","."
"Special","","12","3.222","25.0","8.3","25.0",".",".","8.3",".","8.3","",".",".",".",".",".",".","25.0","."
"Graduate","","94","3.860","42.6","8.5","3.2",".",".",".",".","39.4","",".",".",".","6.4",".",".",".","."
"","Dept. Total","295","3.266","36.6","15.3","13.6","8.5","6.8","2.0","1.0","12.9","",".",".",".","2.0","0.3",".","1.0","."
