"ANIMAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","",""
"200
Biol&Apprec-Companion Anmls","001","","143","2.955","22.4","24.5","19.6","12.6","11.9","6.3","2.8",".",".",".",".",".",".",".",".","."
"250
Horse Science & Management","001","","23","3.326","30.4","43.5","8.7","13.0",".",".","4.3",".",".",".",".",".",".",".",".","."
"289
Honors Independent Study","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","8","3.786","87.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"305
Intro-Meat Sci & Technology","001","","30","2.683","13.3","13.3","13.3","23.3","33.3","3.3",".",".",".",".",".",".",".",".",".","."
"361
Intro to Animal & Vet Genetics","001","","27","3.148","22.2","14.8","51.9",".","7.4","3.7",".",".",".",".",".",".",".",".",".","."
"362
Veterinary Genetics","001","","17","3.529","41.2","29.4","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"363
Principles of Animal Breeding","001","","10","2.900","30.0",".","40.0",".","20.0","10.0",".",".",".",".",".",".",".",".",".","."
"375","001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","002","","16","3.667","75.0","12.5",".",".",".",".","6.3","6.3",".",".",".",".",".",".",".","."
"375","004","","18","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","005","","21","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","008","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","Course Total","","71","3.855","74.6","22.5",".",".",".",".","1.4","1.4",".",".",".",".",".",".",".","."
"399","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","","3","***","","","","","","","","","","","","","","","",""
"414
Ruminant Nutrition","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"430
Sheep Production","001","","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"432
Swine Production","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"434
Reproductive Physiology","001","","33","3.061","24.2","27.3","21.2","9.1","12.1","3.0","3.0",".",".",".",".",".",".",".",".","."
"682
Senior Honors Thesis","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799
Practicum-Animal Sci Tchng","035","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"875","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"875","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
