"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"699","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","20","3.900","85.0",".","10.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"702
Grad Cooperative Educ Program","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"711","001","","7","3.500","14.3","57.1","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"711","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"711","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dynamcs& Control-AC Drives","Course Total","","12","3.400","8.3","50.0","25.0",".",".",".",".","8.3",".",".",".",".","8.3",".",".","."
"713
Electrmgntc Dsgn-AC Machins","001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"719
Optimal Systems","001","","12","3.636","41.7","33.3","16.7",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"725
Plasma Kinetic&Radiatn Proc","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"731
Adv Power System Analysis","001","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"738
Adv Digital Image Processng","001","","11","3.591","36.4","45.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"741
Semiconductor Diode Lasers","001","","14","3.679","50.0","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"742
Computatnl Meth-Electromagntcs","001","","17","3.533","35.3","29.4","17.6","5.9",".",".",".","11.8",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","25","3.620","44.0","36.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","10","3.550","30.0","50.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"756
Computer-Aided Desgn-VLSI","001","","10","3.889","70.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","10.0","."
"757
Adv Computr Architecture II","001","","8","3.313","12.5","37.5","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"762
Biomedical Instrumentation","001","","14","3.357","21.4","28.6","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 118 of 407",""
