"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"Elem/Intmed Percussion","227","033","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","009","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","025","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","083","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola","233","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","026","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Cello","","Course Total","6","3.938","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed String Bass","237","066","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Harp","239","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Accompanying","242","001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Composition","248","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Techniques: Clarinet","311","005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Techniques: Trumpet","319","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Techniques: Percussion","327","012","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","331","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","331","025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Violin","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Advanced Techniques: Harp","339","021","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Piano Accompanying Lab","342","001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Composition","348","046","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Strings","36","001","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","047","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","048","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","7","3.800","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Harpsichord","402","042","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Organ","403","042","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","045","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","061","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","062","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Voice","","Course Total","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Flute","407","010","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Oboe","409","059","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Clarinet","411","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Saxophone","413","050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Bassoon","415","032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Horn","417","020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 271 of 407",""
