"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","",""
"102","001","14","3.679","57.1","28.6","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"102","002","8","3.188","25.0","12.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Norwegian","Course Total","22","3.500","45.5","22.7","18.2","13.6",".",".",".",".",".",".",".",".",".",".",".","."
"112
Second Semester Swedish","001","13","3.409","53.8",".","7.7","7.7","15.4",".",".","15.4",".",".",".",".",".",".",".","."
"122
Second Semester Danish","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"202
Second Year Norwegian","001","11","3.600","36.4","45.5",".","9.1",".",".",".","9.1",".",".",".",".",".",".",".","."
"212
Second Year Swedish","001","8","3.625","62.5","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"222
Second Year Danish","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"276
Scandinavian Life&Civiliztn","001","66","3.175","36.4","30.3","10.6","3.0","4.5","3.0","7.6","4.5",".",".",".",".",".",".",".","."
"401
Contemporary Scand Langs","001","8","3.438","25.0","37.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"419
Scandinavian Children's Lit","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"422
The Drama of Henrik Ibsen","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"424
19th C Scand Fiction","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"433
Scandinavian Tale & Ballad","001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"435
The Icelandic Sagas","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"443
Sami Culture,Yesterday & Today","001","34","3.909","79.4","17.6",".",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"476
Scand Life & Civilization II","001","11","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"501","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"501","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Tal Och Skrift","Course Total","3","***","","","","","","","","","","","","","","","",""
"511
Paleogrphy&Philology-Old Norse","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"520
Special Topics","001","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"630
Fundamntls-Bibliogrphy&Rsch","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"633
Survey-Scand Lit: 1300-1500","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"799","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","015","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901
Seminar in Special Topics","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","5","***","","","","","","","","","","","","","","","",""
