"Research and Thesis","Course Total","28","",".",".",".",".",".",".",".","92.9","",".",".",".","",".",".",".","7.1","."
"","999
005","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","999
073","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"Spec Work-Ag & Appl Economics","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"A A E
108","Dept. Total","507","3.087","26.4","15.8","24.9","5.9","14.4","2.4","1.2","7.7","",".",".",".","",".","0.6","0.2","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","61","2.795","4.9","21.3","36.1","13.1","21.3","1.6","1.6",".","",".",".",".","",".",".",".",".","."
"Sophomore","","82","3.039","23.2","19.5","30.5","8.5","14.6","1.2","2.4",".","",".",".",".","",".",".",".",".","."
"Junior","","81","2.846","14.8","16.0","32.1","7.4","24.7","4.9",".",".","",".",".",".","",".",".",".",".","."
"Senior","","159","3.037","32.1","13.2","25.8","5.7","17.0","3.8","1.9","0.6","",".",".",".","",".",".",".",".","."
"Undergraduates","","383","2.957","22.2","16.4","29.8","7.8","18.8","3.1","1.6","0.3","",".",".",".","",".",".",".",".","."
"Special","","13","3.409","30.8","23.1","23.1",".","7.7",".",".","15.4","",".",".",".","",".",".",".",".","."
"Graduate","","109","3.770","41.3","11.0","8.3",".",".",".",".","33.0","",".",".",".","",".","2.8","0.9","2.8","."
"Prof Yr 2","","2","3.500",".","100.0",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Professionals","","2","3.500",".","100.0",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"","Dept. Total","507","3.087","26.4","15.8","24.9","5.9","14.4","2.4","1.2","7.7","",".",".",".","",".","0.6","0.2","0.6","."
