"Amer Folk&Vernacular Music","535
001","15","3.833","60.0","13.3","6.7",".",".",".",".","20.0",".",".",".","",".","",".","",".",".","."
"Local Culture-Upper Midwest","540
001","95","3.440","40.0","17.9","27.4","9.5","2.1","1.1",".","2.1",".",".",".","",".","",".","",".",".","."
"Independ Stdy-Folklore Grad","699
020","2","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Smr: Topics-Turkish Oral Narr","875
001","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"FOLKLORE
380","Dept. Total","341","3.238","34.6","22.3","19.4","10.6","5.3","2.1","3.2","2.3","0.3",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","2.844","13.6","31.8","27.3","9.1","4.5","4.5","9.1",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","60","2.959","21.7","20.0","25.0","15.0","10.0","3.3","3.3",".","1.7",".","",".","",".","",".",".",".","."
"Junior","","77","3.269","32.5","20.8","23.4","11.7","5.2","1.3","1.3","3.9",".",".","",".","",".","",".",".",".","."
"Senior","","161","3.305","36.0","24.8","16.8","9.9","4.3","1.9","3.1","3.1",".",".","",".","",".","",".",".",".","."
"Undergraduates","","320","3.199","30.9","23.4","20.6","11.3","5.6","2.2","3.1","2.5","0.3",".","",".","",".","",".",".",".","."
"Special","","7","3.342","71.4","14.3",".",".",".",".","14.3",".",".",".","",".","",".","",".",".",".","."
"Graduate","","14","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","341","3.238","34.6","22.3","19.4","10.6","5.3","2.1","3.2","2.3","0.3",".","",".","",".","",".",".",".","."
