"","990
025","3","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
026","3","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
028","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","48","",".",".",".",".",".","",".","",".","72.9","",".",".",".","27.1",".",".",".","."
"PHMCOL-M
724","Dept. Total","166","3.839","58.4","7.2","4.2",".","0.6","",".","",".","21.1","",".",".",".","7.8","0.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".",".",".",".",".",".","."
"Senior","","4","3.273","50.0",".","25.0",".","25.0","",".","",".",".","",".",".",".",".",".",".",".","."
"Undergraduates","","5","3.429","60.0",".","20.0",".","20.0","",".","",".",".","",".",".",".",".",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".",".",".",".",".",".","."
"Graduate","","144","3.893","59.0","7.6","2.1",".",".","",".","",".","22.9","",".",".",".","7.6","0.7",".",".","."
"Prof Yr 1","","10","3.700","70.0",".","30.0",".",".","",".","",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","",".",".",".",".",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"Prof Yr 3","","5","3.833","20.0","20.0",".",".",".","",".","",".","20.0","",".",".",".","40.0",".",".",".","."
"Professionals","","16","3.717","50.0","6.3","18.8",".",".","",".","",".","12.5","",".",".",".","12.5",".",".",".","."
"","Dept. Total","166","3.839","58.4","7.2","4.2",".","0.6","",".","",".","21.1","",".",".",".","7.8","0.6",".",".","."
