"","999
005","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
011","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
019","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
025","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","7","3.929","85.7",".","14.3",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"HDFS
230","Dept. Total","1248","3.360","38.9","20.2","18.3","9.7","5.8","1.0","0.6","4.1","",".",".","",".","0.4","0.2","0.3","0.1","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.375","25.0","25.0","50.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","226","3.055","22.6","16.4","31.0","17.7","9.3","2.2","0.9",".","",".",".","",".",".",".",".",".","."
"Junior","","338","3.335","39.1","20.7","18.9","12.7","6.2","0.9","0.6","0.3","",".",".","",".",".",".","0.6",".","."
"Senior","","547","3.431","42.2","22.7","15.7","6.8","5.5","0.9","0.7","4.2","",".",".","",".",".","0.2","0.4",".","0.7"
"Undergraduates","","1115","3.323","37.2","20.8","19.9","10.8","6.5","1.2","0.7","2.2","",".",".","",".",".","0.1","0.4",".","0.4"
"Special","","14","3.708","57.1","14.3","7.1","7.1",".",".",".","7.1","",".",".","",".",".",".",".","7.1","."
"Graduate","","104","3.850","54.8","12.5","3.8",".",".",".",".","22.1","",".",".","",".","4.8","1.9",".",".","."
"Prof Yr 2","","3","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","11","3.727","54.5","36.4","9.1",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","15","3.708","40.0","33.3","6.7",".",".",".",".","20.0","",".",".","",".",".",".",".",".","."
"","Dept. Total","1248","3.360","38.9","20.2","18.3","9.7","5.8","1.0","0.6","4.1","",".",".","",".","0.4","0.2","0.3","0.1","0.3"
