"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY CORE CURRICULUM","Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular Biology","303
001","120","3.354","37.5","16.7","35.0","4.2","5.0","1.7",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
001","24","3.729","62.5","20.8","16.7",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
002","23","3.565","39.1","34.8","26.1",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
003","23","3.609","47.8","26.1","26.1",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
004","21","3.690","66.7","14.3","14.3",".","4.8",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
005","24","3.667","45.8","41.7","12.5",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Cellular Biology Laboratory","Course Total","115","3.652","52.2","27.8","19.1",".","0.9",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Biological Interactions","333
001","89","3.348","39.3","13.5","36.0","4.5","4.5","2.2",".","",".","",".","",".",".","",".","",".","",".",".","."
"BIOCORE
206","Dept. Total","324","3.432","43.2","19.8","29.6","2.8","3.4","1.2","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","32","3.244","18.8","34.4","40.6",".","6.3",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","179","3.454","45.8","19.0","27.4","3.9","2.8","1.1","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","111","3.447","46.8","15.3","30.6","1.8","3.6","1.8","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","322","3.432","43.5","19.3","29.8","2.8","3.4","1.2","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","3.500",".","100.0",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","324","3.432","43.2","19.8","29.6","2.8","3.4","1.2","",".","",".","",".",".","",".","",".","",".",".",".","."
