"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"499","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"499","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","028","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"530
Jazz Improvisation","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"535
Amer Folk&Vernacular Music","001","","7","3.667","42.9","28.6","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"54","001","","47","3.956","91.5",".","4.3",".",".",".",".",".",".",".",".",".",".","4.3",".","."
"54","002","","39","3.974","97.4",".","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"54","003","","71","3.950","94.4","1.4","1.4",".","1.4",".",".","1.4",".",".",".",".",".",".",".","."
"54","004","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"54","005","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"54","006","","42","3.905","95.2",".",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Choirs","Course Total","","246","3.957","95.5","0.4","1.6",".","1.2",".",".","0.4",".",".",".",".",".","0.8",".","."
"542
Choral Lit &Perf Prac-Today","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"545
Practcm-Adv String Pedagogy","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"546
String Literature","001","","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"553","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"553","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Conducting","Course Total","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"556
University Opera","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"557
Opera Workshop","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"558
Madrigal Singers","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"560
Prac Adv Studio Teach-Piano","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"562
Jazz Ensemble","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"565
Advanced Ensemble-Woodwind","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"567","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"567","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-Brass","Course Total","","3","***","","","","","","","","","","","","","","","",""
"568","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"568","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Ensemble-Percussion","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"569","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"569","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"569","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"569","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-String","Course Total","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"570
Univ Symphony Orchestra","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"571
Chamber Orchestra","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"572
Adv Ensmbl-Classical Guitar","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"573
Contemp Chamber Ensemble","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 266 of 407",""
