"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
001","19","2.526","10.5","21.1","21.1","21.1","5.3","10.5","10.5",".",".",".",".",".",".",".",".","."
"","101
002","18","2.194","5.6","11.1","27.8","5.6","27.8","5.6","16.7",".",".",".",".",".",".",".",".","."
"","101
003","18","2.389","11.1","22.2","22.2",".","16.7","16.7","11.1",".",".",".",".",".",".",".",".","."
"","101
004","20","2.500","25.0","10.0","10.0","10.0","25.0","10.0","10.0",".",".",".",".",".",".",".",".","."
"","005
101","18","2.972","22.2","22.2","22.2","5.6","22.2","5.6",".",".",".",".",".",".",".",".",".","."
"Intermediate Algebra","Course Total","93","2.516","15.1","17.2","20.4","8.6","19.4","9.7","9.7",".",".",".",".",".",".",".",".","."
"","112
001","16","2.844","18.8","12.5","37.5","6.3","18.8",".","6.3",".",".",".",".",".",".",".",".","."
"","112
002","26","2.481","7.7","7.7","30.8","3.8","38.5","11.5",".",".",".",".",".",".",".",".",".","."
"","112
003","20","1.825","10.0",".","10.0","5.0","35.0","30.0","10.0",".",".",".",".",".",".",".",".","."
"","112
004","23","2.696","26.1","8.7","13.0","8.7","30.4","13.0",".",".",".",".",".",".",".",".",".","."
"","112
005","16","2.531","18.8","6.3","25.0","12.5","25.0",".","12.5",".",".",".",".",".",".",".",".","."
"","112
006","20","2.200","10.0","5.0","20.0","5.0","35.0","20.0","5.0",".",".",".",".",".",".",".",".","."
"","112
007","19","2.632","21.1","5.3","31.6","5.3","21.1","10.5","5.3",".",".",".",".",".",".",".",".","."
"","112
008","23","2.239","21.7","4.3","13.0","8.7","17.4","26.1","8.7",".",".",".",".",".",".",".",".","."
"","112
010","21","2.381",".","14.3","38.1","4.8","28.6","4.8","9.5",".",".",".",".",".",".",".",".","."
"","112
011","20","2.550","15.0","5.0","20.0","5.0","50.0","5.0",".",".",".",".",".",".",".",".",".","."
"","012
112","22","2.318","9.1","9.1","22.7",".","40.9","13.6","4.5",".",".",".",".",".",".",".",".","."
"","112
013","23","2.196","13.0","13.0","8.7",".","39.1","17.4","8.7",".",".",".",".",".",".",".",".","."
"","112
014","17","3.235","35.3","11.8","35.3",".","17.6",".",".",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","266","2.451","15.4","7.9","22.9","4.9","31.2","12.4","5.3",".",".",".",".",".",".",".",".","."
"","113
001","10","2.950","20.0","20.0","10.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","113
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","113
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","113
004","17","2.941","17.6","11.8","41.2","11.8","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"","113
005","14","2.643","7.1",".","50.0","14.3","21.4","7.1",".",".",".",".",".",".",".",".",".","."
"","007
113","11","3.273","36.4","18.2","27.3",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"","113
008","13","2.423","7.7","15.4","38.5","7.7",".","23.1","7.7",".",".",".",".",".",".",".",".","."
"","113
009","10","3.000","20.0","10.0","40.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","113
010","18","2.222",".","11.1","27.8","22.2","11.1","22.2","5.6",".",".",".",".",".",".",".",".","."
"","113
011","20","3.025","15.0","15.0","35.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","113
013","17","2.794","23.5","29.4","11.8",".","11.8","23.5",".",".",".",".",".",".",".",".",".","."
"","113
014","17","2.500","17.6","5.9","29.4","11.8","17.6","5.9","11.8",".",".",".",".",".",".",".",".","."
"","113
016","19","2.632","15.8","15.8","36.8","5.3","10.5",".","15.8",".",".",".",".",".",".",".",".","."
"","113
017","15","2.000","6.7","13.3","13.3","13.3","26.7",".","26.7",".",".",".",".",".",".",".",".","."
"","113
018","20","3.025","30.0","5.0","45.0",".","15.0",".","5.0",".",".",".",".",".",".",".",".","."
"","113
019","18","2.472","11.1","11.1","27.8","16.7","16.7","5.6","11.1",".",".",".",".",".",".",".",".","."
"","113
020","18","2.611","11.1",".","33.3","22.2","27.8","5.6",".",".",".",".",".",".",".",".",".","."
"","113
021","20","2.950","15.0","35.0","25.0","5.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","113
022","16","2.313","6.3","6.3","31.3","6.3","31.3","12.5","6.3",".",".",".",".",".",".",".",".","."
"","113
023","16","2.813","12.5","6.3","37.5","18.8","25.0",".",".",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","295","2.688","14.9","12.9","31.2","12.9","15.9","6.4","5.8",".",".",".",".",".",".",".",".","."
"Algebra and Trigonometry","114
001","78","2.724","28.2","7.7","19.2","6.4","24.4","10.3","3.8",".",".",".",".",".",".",".",".","."
"","130
001","24","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
130","24","3.630","58.3","16.7","12.5","4.2","4.2",".",".",".",".",".",".",".","4.2",".",".","."
"","130
003","21","2.857","14.3","9.5","42.9","9.5","19.0","4.8",".",".",".",".",".",".",".",".",".","."
