"","920
008","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
009","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
043","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Diagnostic Radiol Clerk-CSC","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","","","",""
"RADIOL
832","Dept. Total","","77","3.887","81.8","14.3","2.6","1.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","6","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","7","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","31","3.844","77.4","16.1","3.2","3.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","39","3.897","82.1","15.4","2.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","70","3.873","80.0","15.7","2.9","1.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","77","3.887","81.8","14.3","2.6","1.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
