"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","100
001","19","3.737","57.9","36.8",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","19","2.974",".","31.6","36.8","26.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
003","17","3.471","29.4","35.3","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
004","19","3.711","63.2","21.1","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","005
100","19","3.763","57.9","36.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
006","19","3.658","52.6","26.3","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","19","3.500","36.8","57.9",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
008","19","3.711","57.9","26.3","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
009","19","3.132","21.1","26.3","26.3","10.5","15.8",".",".",".",".",".",".",".",".",".",".","."
"","100
010","19","3.395","36.8","36.8","21.1",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
011","18","3.500","44.4","22.2","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
012","19","3.579","36.8","47.4","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
013","19","3.868","89.5","5.3",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","014
100","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
016","18","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
017","19","3.632","47.4","31.6","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
018","19","3.342","10.5","52.6","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
019","19","3.526","42.1","21.1","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
020","19","3.474","10.5","73.7","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","023
100","19","3.395","47.4","36.8","5.3",".",".","5.3","5.3",".",".",".",".",".",".",".",".","."
"","100
024","19","3.737","57.9","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
025","19","3.395","31.6","47.4","15.8",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
026","18","3.417","44.4","16.7","27.8",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","100
028","19","3.605","47.4","36.8","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
029","19","3.684","68.4","15.8","5.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
030","18","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","031
100","19","3.579","21.1","73.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
032","18","3.583","38.9","38.9","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
034","19","3.737","57.9","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
035","19","3.500","42.1","31.6","15.8","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
036","19","3.263","10.5","47.4","31.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
037","18","3.528","33.3","38.9","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
038","19","3.526","57.9","31.6",".",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","100
039","16","3.219","25.0","6.3","56.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","100
040","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
041","18","3.250","16.7","27.8","50.0",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","100
042","19","3.632","52.6","26.3","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
043","18","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
044","19","3.447","42.1","21.1","21.1","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"","100
045","19","3.105","10.5","26.3","42.1","15.8","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
046","19","3.737","63.2","31.6",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
049","18","3.250","27.8","38.9","22.2",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"","100
050","19","3.868","84.2","5.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Freshman Composition","Course Total","803","3.552","45.5","31.5","17.1","3.1","1.9","0.4","0.6",".",".",".",".",".",".",".",".","."
"","110
001","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
002","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 202 of 407",""
