"","990
030","3","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
032","2","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
036","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","26","",".",".",".",".",".",".","",".","69.2","",".",".",".","15.4","",".",".","15.4","."
"DY SCI
292","Dept. Total","228","3.341","42.1","11.0","7.9","7.9","7.9","1.8","",".","17.5","",".",".",".","1.8","",".",".","2.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.100","50.0",".",".","50.0",".",".","",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","20","3.459","55.0","20.0","5.0","20.0",".",".","",".",".","",".",".",".",".","",".",".",".","."
"Junior","","42","2.778","16.7","11.9","28.6","11.9","23.8","7.1","",".",".","",".",".",".",".","",".",".",".","."
"Senior","","69","3.430","55.1","13.0","5.8","10.1","11.6","1.4","",".","1.4","",".",".",".",".","",".",".","1.4","."
"Undergraduates","","133","3.224","42.9","13.5","12.8","12.8","13.5","3.0","",".","0.8","",".",".",".",".","",".",".","0.8","."
"Special","","2","3.667","50.0",".","50.0",".",".",".","",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","94","3.891","41.5","7.4",".","1.1",".",".","",".","41.5","",".",".",".","4.3","",".",".","4.3","."
"","Dept. Total","229","3.341","42.4","10.9","7.9","7.9","7.9","1.7","",".","17.5","",".",".",".","1.7","",".",".","2.2","."
