"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","",""
"Rdg & Rsch-Business Rsch","799
033","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"GEN BUS
231","Dept. Total","1164","3.343","34.2","22.0","17.2","4.6","8.3","0.9","0.4","0.5","",".","11.5","0.1","",".","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","",".",".",".",".",".",".",".",".","",".","100.0",".","",".",".",".",".","."
"Sophomore","","5","0.000",".",".",".",".",".",".","20.0",".","",".","80.0",".","",".",".",".",".","."
"Junior","","369","3.388","38.5","25.7","23.0","3.0","6.2","1.1","0.8",".","",".","1.6",".","",".",".",".",".","."
"Senior","","628","3.297","35.0","24.7","18.0","6.8","11.8","1.1","0.2","0.8","",".","1.4","0.2","",".",".",".",".","."
"Undergraduates","","1004","3.327","36.1","24.9","19.7","5.4","9.7","1.1","0.5","0.5","",".","2.1","0.1","",".",".",".",".","."
"Special","","4","3.333",".","50.0","25.0",".",".",".",".",".","",".",".",".","",".","25.0",".",".","."
"Graduate","","155","3.919","23.2","2.6","0.6",".",".",".",".","0.6","",".","72.3",".","",".",".","0.6",".","."
"Prof Yr 3","","1","",".",".",".",".",".",".",".",".","",".","100.0",".","",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".",".","",".","100.0",".","",".",".",".",".","."
"","Dept. Total","1164","3.343","34.2","22.0","17.2","4.6","8.3","0.9","0.4","0.5","",".","11.5","0.1","",".","0.1","0.1",".","."
