"","999
062","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
065","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
087","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Advanced Independent Study","Course Total","22","3.864","40.9","4.5",".","4.5",".",".",".","45.5","",".",".","",".","",".","4.5",".",".","."
"NURSING
692","Dept. Total","1514","3.733","60.8","24.2","9.8","1.0","0.1","0.1","0.1","3.6","",".","0.1","",".","",".","0.2","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","46","3.849","89.1","6.5",".","2.2",".",".","2.2",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","60","3.958","95.0","3.3",".","1.7",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","183","3.623","46.4","37.2","14.8","1.6",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","849","3.692","55.7","29.3","13.1","1.1","0.2","0.1",".",".","",".","0.1","",".","",".",".","0.4",".","."
"Undergraduates","","1138","3.694","57.6","28.3","12.1","1.2","0.2","0.1","0.1",".","",".","0.1","",".","",".",".","0.3",".","."
"Special","","27","3.930","77.8","11.1",".",".",".",".",".","7.4","",".",".","",".","",".","3.7",".",".","."
"Graduate","","338","3.899","69.2","11.8","2.7","0.3",".",".",".","15.4","",".",".","",".","",".","0.6",".",".","."
"Prof Yr 1","","6","3.885","83.3","16.7",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","3","3.500","66.7",".","33.3",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","11","3.804","81.8","9.1","9.1",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1514","3.733","60.8","24.2","9.8","1.0","0.1","0.1","0.1","3.6","",".","0.1","",".","",".","0.2","0.2",".","."
