"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
001","","13","3.958","84.6","7.7",".",".",".",".",".",".",".",".",".",".",".","7.7",".","."
"","170
003","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
004","","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
005","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Laboratory","Course Total","","45","3.955","91.1","4.4","2.2",".",".",".",".",".",".",".",".",".",".","2.2",".","."
"Electrodynamics I","220
001","","85","3.288","37.6","24.7","15.3","14.1","3.5","3.5","1.2",".",".",".",".",".",".",".",".","."
"Circuit Analysis","230
001","","116","3.302","22.4","44.8","19.0","8.6","1.7","1.7","1.7",".",".",".",".",".",".",".",".","."
"","270
001","","14","3.679","71.4","21.4",".",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"","270
002","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
003","","13","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
005","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
007","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
008","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory I","Course Total","","79","3.911","89.9","7.6","1.3",".",".","1.3",".",".",".",".",".",".",".",".",".","."
"","271
001","","9","3.556","55.6","22.2","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","271
002","","14","3.821","78.6","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
004","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
006","","16","3.719","56.3","37.5",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory II","Course Total","","54","3.787","72.2","18.5","5.6","1.9","1.9",".",".",".",".",".",".",".",".",".",".","."
"Trans Lines & Netwks Lab","301
001","","11","3.500","72.7","9.1","9.1",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"Electric Machines Lab","304
001","","20","3.475","40.0","25.0","25.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","305
001","","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","12","3.773","50.0","41.7",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Semiconductr Properties Lab","Course Total","","24","3.761","54.2","37.5","4.2",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"Linear Active Circuits Lab","306
001","","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nonlinear Elec Circuits Lab","308
001","","11","3.727","63.6","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
001","","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
002","","9","3.389","55.6","33.3",".",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"","313
003","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
004","","11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Optoelectronics Lab","Course Total","","39","3.692","61.5","30.8","5.1",".",".",".","2.6",".",".",".",".",".",".",".",".","."
"","315
001","","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
002","","8","3.688","75.0",".","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Microprocessor Lab","Course Total","","18","3.750","66.7","22.2","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Electrodynamics II","320
001","","46","3.870","87.0",".","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Transmission Lines-Digitl Appl","321
001","","14","3.607","42.9","42.9","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Signals and Systems","330
001","","66","2.652","21.2","6.1","19.7","12.1","30.3","9.1","1.5",".",".",".",".",".",".",".",".","."
"Intro-Random Sig Anal&Stats","331
001","","31","2.339","12.9","9.7","12.9","19.4","19.4","22.6","3.2",".",".",".",".",".",".",".",".","."
"State Space System Analysis","334
001","","34","2.794","26.5",".","29.4",".","41.2","2.9",".",".",".",".",".",".",".",".",".","."
"Microelectronic Devices","335
001","","33","3.045","24.2","24.2","21.2","15.2","6.1","9.1",".",".",".",".",".",".",".",".",".","."
"Electronic Circuits I","340
001","","63","2.762","17.5","19.0","28.6","15.9","3.2","7.9","7.9",".",".",".",".",".",".",".",".","."
"Electronic Circuits II","342
001","","48","2.854","16.7","22.9","31.3","10.4","6.3","6.3","6.3",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 115 of 407",""
