"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","","",""
"LAW","College Total","3688","3.569","38.6","18.9","18.0","1.5","0.7","0.5","0.1","21.3","",".",".",".","",".","0.2",".","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"LAW","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Senior","","6","2.500","16.7","16.7","16.7","16.7","16.7",".","16.7",".","",".",".",".","",".",".",".",".","."
"Undergraduates","","6","2.500","16.7","16.7","16.7","16.7","16.7",".","16.7",".","",".",".",".","",".",".",".",".","."
"Special","","16","3.697","43.8","18.8","6.3","6.3",".",".",".","25.0","",".",".",".","",".",".",".",".","."
"Graduate","","166","3.599","45.2","19.3","21.7","3.0",".",".",".","10.2","",".",".",".","",".","0.6",".",".","."
"Prof Yr 1","","1081","3.526","43.1","26.2","27.6","1.6","0.6","0.3",".",".","",".",".",".","",".","0.3",".","0.1","0.4"
"Prof Yr 2","","1227","3.632","38.9","16.2","13.0","1.2","0.5","0.7","0.1","29.2","",".",".",".","",".","0.2",".",".","."
"Prof Yr 3","","1159","3.566","34.4","15.4","14.3","1.5","1.2","0.5","0.1","32.4","",".",".",".","",".",".",".","0.3","."
"Prof Yr 4","","33","",".",".",".",".",".",".",".","100.0","",".",".",".","",".",".",".",".","."
"Professionals","","3500","3.570","38.3","18.9","17.8","1.4","0.7","0.5","0.1","21.9","",".",".",".","",".","0.2",".","0.1","0.1"
"","College Total","3688","3.569","38.6","18.9","18.0","1.5","0.7","0.5","0.1","21.3","",".",".",".","",".","0.2",".","0.1","0.1"
