"Beowulf","359
001","","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"The Anglo-Saxons","360
001","","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Chaucer's Canterbury Tales","367
001","","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Byzantine Med & Pharmacy","562
001","","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","76","3.425","36.8","28.9","15.8","7.9","1.3","2.6","",".","3.9","",".",".","",".","",".","",".","2.6",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","6","3.667","33.3","66.7",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","12","3.636","50.0","16.7","25.0",".",".",".","",".",".","",".",".","",".","",".","",".","8.3",".","."
"Senior","","","53","3.330","34.0","28.3","17.0","11.3","1.9","3.8","",".","1.9","",".",".","",".","",".","",".","1.9",".","."
"Undergraduates","","","72","3.415","37.5","29.2","16.7","8.3","1.4","2.8","",".","1.4","",".",".","",".","",".","",".","2.8",".","."
"Special","","","3","4.000","33.3",".",".",".",".",".","",".","66.7","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","76","3.425","36.8","28.9","15.8","7.9","1.3","2.6","",".","3.9","",".",".","",".","",".","",".","2.6",".","."
