"L&S","","","","","","","","","","","","","","","","","","","","","",""
"LIBRARY & INFORMATION STUD Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"L I S
Dept. Total
544","596","3.790","68.8","18.6","4.9","1.3","1.2","",".","0.3","3.0","",".",".","",".","",".","1.2","0.3",".","0.3"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","10","2.650","40.0",".","20.0","10.0","10.0","",".","20.0",".","",".",".","",".","",".",".",".",".","."
"Junior","14","3.769","57.1","28.6","7.1",".",".","",".",".","7.1","",".",".","",".","",".",".",".",".","."
"Senior","76","3.507","43.4","19.7","15.8","5.3","5.3","",".",".","10.5","",".",".","",".","",".",".",".",".","."
"Undergraduates","100","3.451","45.0","19.0","15.0","5.0","5.0","",".","2.0","9.0","",".",".","",".","",".",".",".",".","."
"Special","38","3.723","60.5","21.1","5.3","2.6","2.6","",".",".",".","",".",".","",".","",".","5.3","2.6",".","."
"Graduate","458","3.865","74.7","18.3","2.6","0.4","0.2","",".",".","2.0","",".",".","",".","",".","1.1","0.2",".","0.4"
"Dept. Total","596","3.790","68.8","18.6","4.9","1.3","1.2","",".","0.3","3.0","",".",".","",".","",".","1.2","0.3",".","0.3"
