"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Practicum-Secondary Sci Ed","290
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","23","3.348","73.9",".","8.7",".","4.3","4.3","8.7",".",".",".",".",".",".",".",".","."
"","305
003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","Course Total","","45","3.667","86.7",".","4.4",".","2.2","2.2","4.4",".",".",".",".",".",".",".",".","."
"","313
001","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
002","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
003","","25","4.000","96.0",".",".",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"Lang & Lit-Secondary Curric","Course Total","","72","3.986","95.8","2.8",".",".",".",".",".",".",".",".",".",".","1.4",".",".","."
"","322
001","","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","20","3.974","90.0","5.0",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Teachng Art","Course Total","","69","3.978","94.2","4.3",".",".",".",".",".",".",".",".",".",".","1.4",".",".","."
"Tchg Gen Music-Secndry Schl","334
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Instrumental Music-Sec","336
001","","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","340
001","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","340
002","","26","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","340
003","","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elementary Educ Practicum One","Course Total","","73","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Teaching of French","346
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching of German","347
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","354
001","","23","3.913","95.7",".",".",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
354","","23","3.935","91.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Music","Course Total","","70","3.943","94.3","2.9","1.4",".","1.4",".",".",".",".",".",".",".",".",".",".","."
"Teaching of Spanish","356
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Tchg of Hist & Other Soc St","359
001","","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","362
001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
003","","13","3.808","76.9","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","362
004","","10","3.556","80.0",".",".",".",".",".","10.0",".",".",".",".",".",".","10.0",".","."
"","362
005","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
006","","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drama in Education","Course Total","","63","3.863","87.3","6.3","1.6","1.6",".",".","1.6",".",".",".",".",".",".","1.6",".","."
"","364
001","","25","3.920","84.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
002","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
003","","22","3.659","45.5","40.9","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
