"","","SUBJECT: SPANISH (SPANISH AND PORTUGUESE) (912)","","","","","","","","","","",""
"","","TERM:","1106","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"DDD","363","LEC","001","1","08:55 - 11:25","M","T","W R","0057 1313","","13","0002602022","RUBEN MEDINA"
"DDD","363","DIS","301","1","13:10 - 14:45","M","","W","0482 0123","","4","0002602022","RUBEN MEDINA"
"HDD","417","LEC","001","1","08:55 - 11:25","M","T","W R","0482 0583","","15","0002601745","DAVID HILDNER"
"HDD","417","DIS","301","1","13:10 - 14:45","M","","W","0482 0119","","4","0002601745","DAVID HILDNER"
"ADD","468","LEC","002","1","08:55 - 11:25","M","T","W R","0046 4322","","8","0000140446","WILLIAM RISLEY"
"ADD","468","DIS","302","1","13:10 - 14:45","M","","W","0482 0223","","4","0000140446","WILLIAM RISLEY"
"DDD","699","IND","034","1","-","","","","","","1","0002602022","RUBEN MEDINA"
"DHH","990","IND","034","1","-","","","","","","1","0002602022","RUBEN MEDINA"
