"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","3008","3.458","47.2","20.8","16.7","","7.1 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","105","3.023","34.3","16.2","22.9","9.5","12.4",".","4.8",".",".",".",".",".",".",".",".","."
"Sophomore","","375","3.324","39.7","19.5","21.9","10.9","5.9","1.3","0.3",".",".",".",".",".",".",".",".","0.5"
"Junior","","820","3.440","47.8","20.2","17.6","8.2","4.4","1.3","0.2","0.2",".",".",".",".",".",".",".","."
"Senior","","1534","3.506","49.4","22.9","16.0","5.9","3.3","0.8","0.5","1.0",".","0.1",".",".",".",".",".","."
"Undergraduates","","2834","3.446","47.1","21.5","17.5","7.4","4.3","1.0","0.5","0.6",".","0.0",".",".",".",".",".","0.1"
"Special","","24","3.694","50.0","16.7",".","4.2","4.2",".",".","12.5",".",".",".",".",".","4.2","8.3","."
"Graduate","","148","3.768","48.0","8.8","4.1","2.7","0.7",".",".","32.4","2.0",".",".","0.7","0.7",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","3008","3.458","47.2","20.8","16.7","7.1","4.1","1.0","0.5","2.3","0.1","0.0",".","0.0","0.0","0.0","0.1","0.1"
