"","990
048","4","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
066","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
"Seminar in Genetics","993
001","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MD GENET
616","Dept. Total","263","3.861","77.6","14.8","3.8","1.5","0.4","",".","",".","1.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","22","3.930","90.9","4.5","4.5",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","11","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","33","3.967","93.9","3.0","3.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","69","3.962","94.2","2.9","2.9",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","42","3.846","71.4","14.3","2.4",".",".","",".","",".","11.9","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","152","3.799","71.7","20.4","4.6","2.6","0.7","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","152","3.799","71.7","20.4","4.6","2.6","0.7","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","263","3.861","77.6","14.8","3.8","1.5","0.4","",".","",".","1.9","",".",".","",".","",".","",".",".",".","."
