"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"608
Interdis Critiq-Visual Arts","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"612
Advanced Drawing II","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"614
Advanced Sculpture II","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"618
Advanced Artists' Video","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"622","001","","12","3.875","91.7",".",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"622","002","","12","3.875","91.7",".",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Painting II","Course Total","","24","3.875","91.7",".",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"624
Advanced Ceramics II","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"632
Advanced Life Drawing II","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"646
Art of the Printed Book","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","13","3.706","61.5","15.4","7.7","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","7","3.579","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","6","3.625","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","076","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","67","3.831","76.1","7.5","11.9","3.0",".",".","1.5",".",".",".",".",".",".",".",".","."
"718
Art Performance","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","002","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","4","***","","","","","","","","","","","","","","","",""
"922","002","","7","3.917","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","005","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"922","024","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"922","045","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"922","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
