"L&S","","","","","","","","","","","","","","","","","","","",""
"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","680","3.313","35.6","23.4","19.6","10.3","3.8","1.5","2.5","2.8","0.4",".","",".","",".","0.1",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","68","3.103","17.6","25.0","33.8","11.8","4.4","1.5","4.4","1.5",".",".","",".","",".",".",".",".","."
"Sophomore","176","3.261","37.5","19.9","18.8","14.8","4.0","1.7","3.4",".",".",".","",".","",".",".",".",".","."
"Junior","168","3.343","34.5","23.8","24.4","10.7","4.2","1.2","1.2",".",".",".","",".","",".",".",".",".","."
"Senior","170","3.213","34.7","22.9","18.2","10.0","5.3","2.4","3.5","2.4","0.6",".","",".","",".",".",".",".","."
"Undergraduates","582","3.254","33.5","22.5","22.0","11.9","4.5","1.7","2.9","0.9","0.2",".","",".","",".",".",".",".","."
"Special","9","3.522","22.2","33.3",".","11.1",".",".",".","33.3",".",".","",".","",".",".",".",".","."
"Graduate","88","3.767","50.0","28.4","5.7",".",".",".",".","12.5","2.3",".","",".","",".","1.1",".",".","."
"Prof Yr 1","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Dept. Total","680","3.313","35.6","23.4","19.6","10.3","3.8","1.5","2.5","2.8","0.4",".","",".","",".","0.1",".",".","."
