"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"910
Smr-Curriculum Development","001","","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"916","001","","15","4.000","80.0",".",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"916","002","","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"Spec Topics:Rsch&Eval-C&I","Course Total","","32","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"945
Seminar in Music Education","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"949
Smr-Study Tchr Ed: Prof Devel","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"951
Seminar in Art Education","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"975","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","002","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"975","004","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","005","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","006","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","007","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","64","3.992","98.4","1.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"976
Seminar-Reading","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","005","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","006","","9","",".",".",".",".",".",".",".","88.9",".",".",".",".","11.1",".",".","."
"990","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","13","",".",".",".",".",".",".",".","23.1",".",".",".","69.2","7.7",".",".","."
"990","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","052","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","056","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","059","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","072","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","095","","8","",".",".",".",".",".",".",".","25.0",".",".",".","75.0",".",".",".","."
"990","098","","7","",".",".",".",".",".",".",".","85.7",".",".",".","14.3",".",".",".","."
"Research or Thesis","Course Total","","104","",".",".",".",".",".",".",".","78.8",".",".",".","19.2","1.9",".",".","."
"999","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","","Page 86 of 408"
