"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","9784","3.201","36.2","15.1","18.3","","7.5 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","779","2.966","29.0","16.7","18.4","11.9","16.9","3.5","1.9",".",".","1.5",".",".",".",".",".","0.1"
"Sophomore","","1320","3.071","29.8","18.6","21.2","11.6","13.0","2.7","1.3",".",".","1.7",".",".","0.1",".","0.1","."
"Junior","","1854","3.086","33.9","16.5","22.0","9.2","13.2","3.4","1.3","0.2",".","0.1",".",".","0.2","0.1",".","0.2"
"Senior","","3663","3.252","40.3","16.8","21.2","7.8","9.3","2.5","0.6","1.1",".","0.0",".",".","0.2","0.1","0.1","0.0"
"Undergraduates","","7616","3.148","35.7","17.0","21.1","9.2","11.7","2.8","1.1","0.6",".","0.5",".",".","0.2","0.0","0.0","0.1"
"Special","","154","3.294","40.3","7.8","15.6","4.5","8.4",".","0.6","14.3",".",".",".","0.6","0.6","0.6","6.5","."
"Graduate","","1912","3.709","38.1","8.2","6.5","0.8","0.4",".","0.1","40.7","0.2","0.2",".","3.4","0.4","0.2","0.7","."
"Prof Yr 1","","81","3.071","25.9","9.9","34.6","14.8","14.8",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","1.000",".",".",".",".",".","100.0",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","20","3.889","65.0","5.0","5.0",".",".",".",".","20.0",".",".",".","5.0",".",".",".","."
"Prof Yr 4","","10","3.111","40.0",".","20.0",".","10.0",".",".","30.0",".",".",".",".",".",".",".","."
"Professionals","","112","3.129","33.9","8.0","27.7","10.7","11.6","0.9",".","6.3",".",".",".","0.9",".",".",".","."
"","College Total","9794","3.201","36.3","15.1","18.2","7.5","9.4","2.2","0.8","8.7","0.0","0.4",".","0.7","0.2","0.1","0.3","0.1"
