"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"Intensv English as 2nd Lang","Course Total","33","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
001","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
002","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Grammar-Academic Use","Course Total","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
001","16","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","116
002","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","003
116","14","",".",".",".",".",".",".",".",".",".","92.9","7.1",".",".",".",".","."
"","116
004","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","64","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
001","16","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","117
002","9","",".",".",".",".",".",".",".",".",".","88.9","11.1",".",".",".",".","."
"","117
003","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
004","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
005","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
006","15","",".",".",".",".",".",".",".",".",".","80.0","13.3",".",".",".",".","6.7"
"","117
007","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
008","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","009
117","15","",".",".",".",".",".",".",".",".",".","73.3","26.7",".",".",".",".","."
"","010
117","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"ESL: Academic Writing I","Course Total","148","",".",".",".",".",".",".",".",".",".","92.6","6.8",".",".",".",".","0.7"
"","118
001","13","3.808","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
002","12","3.625","50.0","33.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","118
003","11","3.273","54.5","9.1",".","27.3",".","9.1",".",".",".",".",".",".",".",".",".","."
"","118
004","13","3.462","46.2","23.1","7.7","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"","118
005","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
007","11","3.318","54.5","18.2","9.1","9.1",".",".","9.1",".",".",".",".",".",".",".",".","."
"","118
008","13","3.346","23.1","30.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","118
009","13","2.885","23.1","7.7","38.5","15.4","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"","118
010","13","2.885",".","38.5","23.1","15.4","23.1",".",".",".",".",".",".",".",".",".",".","."
"","011
118","12","3.625","33.3","58.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
012","12","2.958","16.7","33.3","16.7","25.0",".",".","8.3",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","134","3.362","39.6","27.6","14.9","11.9","3.0","0.7","2.2",".",".",".",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","122
001","13","",".",".",".",".",".",".",".",".",".","92.3","7.7",".",".",".",".","."
"Intro-Brit & Amer Lit pre-1914","167
001","256","3.412","38.3","26.2","25.4","7.0","1.2","0.4","1.6",".",".",".",".",".",".",".",".","."
"","168
001","131","3.281","21.4","41.2","26.0","5.3","2.3",".","3.1","0.8",".",".",".",".",".",".",".","."
"","168
002","30","3.604","26.7","43.3","10.0",".",".",".",".","10.0",".",".",".",".","10.0",".",".","."
"","168
003","224","3.583","43.8","35.3","18.3","1.8",".","0.4","0.4",".",".",".",".",".",".",".",".","."
"Intro to Modern Lit since 1900","Course Total","385","3.460","34.8","37.9","20.3","2.9","0.8","0.3","1.3","1.0",".",".",".",".","0.8",".",".","."
"","169
001","287","3.509","34.8","39.0","22.0","2.1","0.7",".","0.7","0.7",".",".",".",".",".",".",".","."
"","169
002","211","3.226","18.5","31.3","36.5","9.0","2.4","0.9","0.9",".",".",".",".",".",".","0.5",".","."
"Intro to Modern American Lit","Course Total","498","3.389","27.9","35.7","28.1","5.0","1.4","0.4","0.8","0.4",".",".",".",".",".","0.2",".","."
"","201
001","16","3.469","43.8","37.5",".","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","201
002","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","17","3.882","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
004","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 207 of 408",""
