"","990
036","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
039","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
061","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","25","",".",".",".",".",".",".",".","92.0","",".",".",".","4.0","4.0",".",".","."
"AN SCI
604","Dept. Total","564","3.089","40.6","14.5","15.1","8.5","11.2","3.9","1.2","4.6","",".",".",".","0.2","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","59","2.562","15.3","23.7","15.3","15.3","13.6","11.9","5.1",".","",".",".",".",".",".",".",".","."
"Sophomore","","98","3.148","40.8","19.4","16.3","8.2","11.2","3.1","1.0",".","",".",".",".",".",".",".",".","."
"Junior","","105","2.991","37.1","15.2","13.3","12.4","14.3","6.7","1.0",".","",".",".",".",".",".",".",".","."
"Senior","","232","3.183","44.4","12.9","19.0","7.8","12.1","2.2","0.9","0.9","",".",".",".",".",".",".",".","."
"Undergraduates","","494","3.056","38.7","16.0","16.8","9.7","12.6","4.5","1.4","0.4","",".",".",".",".",".",".",".","."
"Special","","15","3.636","86.7",".","6.7",".","6.7",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","64","3.905","50.0","6.3","1.6",".",".",".",".","37.5","",".",".",".","1.6","3.1",".",".","."
"","Dept. Total","573","3.089","41.2","14.5","14.8","8.4","11.0","3.8","1.2","4.5","",".",".",".","0.2","0.3",".",".","."
