"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","42","3.143","23.8","23.8","21.4","19.0","11.9",".",".",".",".",".",".",".",".",".",".","."
"","100
002","35","3.129","22.9","28.6","20.0","14.3","11.4","2.9",".",".",".",".",".",".",".",".",".","."
"","100
003","43","3.155","25.6","25.6","18.6","18.6","7.0",".","2.3","2.3",".",".",".",".",".",".",".","."
"","100
004","42","3.250","26.2","26.2","28.6","9.5","9.5",".",".",".",".",".",".",".",".",".",".","."
"","100
005","45","2.944","13.3","24.4","24.4","22.2","11.1","4.4",".",".",".",".",".",".",".",".",".","."
"","100
006","45","3.278","24.4","28.9","28.9","13.3","4.4",".",".",".",".",".",".",".",".",".",".","."
"","007
100","41","3.110","24.4","19.5","34.1","7.3","12.2",".","2.4",".",".",".",".",".",".",".",".","."
"","100
008","36","2.986","25.0","11.1","25.0","25.0","8.3","5.6",".",".",".",".",".",".",".",".",".","."
"","100
009","34","3.045","26.5","14.7","23.5","17.6","11.8",".","2.9","2.9",".",".",".",".",".",".",".","."
"","100
010","32","2.891","21.9","18.8","15.6","21.9","12.5","9.4",".",".",".",".",".",".",".",".",".","."
"","100
011","43","3.116","32.6","20.9","20.9","7.0","11.6","4.7","2.3",".",".",".",".",".",".",".",".","."
"","100
012","42","2.857","16.7","26.2","14.3","26.2","9.5",".","7.1",".",".",".",".",".",".",".",".","."
"","100
014","43","3.233","30.2","25.6","18.6","16.3","7.0","2.3",".",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","523","3.093","24.1","22.9","22.8","16.6","9.8","2.1","1.3","0.4",".",".",".",".",".",".",".","."
"","211
001","42","3.274","28.6","28.6","23.8","7.1","11.9",".",".",".",".",".",".",".",".",".",".","."
"","211
002","45","3.444","46.7","22.2","15.6","4.4","11.1",".",".",".",".",".",".",".",".",".",".","."
"","211
003","46","3.446","41.3","23.9","21.7","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","211
004","45","3.284","33.3","24.4","26.7","4.4","2.2","6.7",".","2.2",".",".",".",".",".",".",".","."
"","211
005","34","3.368","32.4","23.5","32.4","8.8","2.9",".",".",".",".",".",".",".",".",".",".","."
"","211
006","41","3.329","36.6","24.4","22.0","7.3","7.3","2.4",".",".",".",".",".",".",".",".",".","."
"","211
007","44","3.455","40.9","22.7","27.3","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","297","3.373","37.4","24.2","23.9","6.4","6.4","1.3",".","0.3",".",".",".",".",".",".",".","."
"","300
001","37","3.216","24.3","16.2","40.5","16.2","2.7",".",".",".",".",".",".",".",".",".",".","."
"","300
002","46","3.070","26.1","15.2","23.9","15.2","8.7","2.2","2.2","4.3","2.2",".",".",".",".",".",".","."
"","300
003","38","2.895","15.8","28.9","15.8","7.9","26.3","5.3",".",".",".",".",".",".",".",".",".","."
"","300
004","45","3.000","22.2","26.7","15.6","8.9","8.9","11.1",".","6.7",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","166","3.044","22.3","21.7","23.5","12.0","11.4","4.8","0.6","3.0","0.6",".",".",".",".",".",".","."
"","301
001","42","3.417","31.0","35.7","26.2",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","301
002","41","3.402","19.5","48.8","24.4","7.3",".",".",".",".",".",".",".",".",".",".",".","."
"","301
003","38","3.392","36.8","21.1","28.9","2.6","7.9",".",".","2.6",".",".",".",".",".",".",".","."
"","301
004","37","3.097","24.3","13.5","37.8","10.8","5.4","5.4",".","2.7",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","158","3.333","27.8","30.4","29.1","5.1","5.1","1.3",".","1.3",".",".",".",".",".",".",".","."
"","302
001","44","3.307","27.3","29.5","25.0","13.6","4.5",".",".",".",".",".",".",".",".",".",".","."
"","302
002","54","3.259","22.2","13.0","59.3","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","98","3.281","24.5","20.4","43.9","9.2","2.0",".",".",".",".",".",".",".",".",".",".","."
"","310
001","47","3.713","66.0","19.1","8.5","4.3","2.1",".",".",".",".",".",".",".",".",".",".","."
"","310
002","42","3.690","61.9","16.7","19.0","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","89","3.702","64.0","18.0","13.5","3.4","1.1",".",".",".",".",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
001","36","2.957","16.7","33.3","11.1","13.9","16.7","2.8","2.8","2.8",".",".",".",".",".",".",".","."
"Reading & Rsch-Accounting","399
085","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","406
001","10","2.800","10.0",".","60.0",".","30.0",".",".",".",".",".",".",".",".",".",".","."
"","406
002","29","2.897","10.3",".","72.4",".","13.8","3.4",".",".",".",".",".",".",".",".",".","."
"Advanced Financial Reporting","Course Total","39","2.872","10.3",".","69.2",".","17.9","2.6",".",".",".",".",".",".",".",".",".","."
"Acct Internshp & Prac Rsch","600
001","69","3.739","55.1","37.7","7.2",".",".",".",".",".",".",".",".",".",".",".",".","."
