"","990
068","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
070","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
071","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","63","",".",".",".",".",".",".",".","92.1","",".",".",".","7.9",".",".",".","."
"ZOOLOGY
970","Dept. Total","2789","3.078","35.0","12.1","24.9","6.6","13.0","3.8","1.8","2.3","",".","0.1",".","0.2","0.0","0.0","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","354","2.600","16.1","15.5","25.4","9.3","19.8","8.2","5.6",".","",".",".",".",".",".",".",".","."
"Sophomore","","644","3.026","33.7","13.4","25.3","7.9","14.6","3.7","1.2",".","",".",".",".",".",".","0.2",".","."
"Junior","","626","3.074","32.1","12.0","29.6","6.5","13.1","4.6","1.4",".","",".","0.3",".",".",".",".",".","0.3"
"Senior","","1005","3.236","42.6","11.2","24.8","5.8","11.5","2.2","1.3","0.3","",".",".",".",".","0.1",".","0.1","0.1"
"Undergraduates","","2629","3.061","34.3","12.5","26.1","7.0","13.8","4.0","1.9","0.1","",".","0.1",".",".","0.0","0.0","0.0","0.1"
"Special","","12","3.443","58.3",".","8.3","16.7",".","8.3",".",".","",".",".",".",".",".",".","8.3","."
"Graduate","","148","3.769","43.9","5.4","4.7",".","0.7",".",".","40.5","",".","0.7",".","3.4",".",".","0.7","."
"","Dept. Total","2789","3.078","35.0","12.1","24.9","6.6","13.0","3.8","1.8","2.3","",".","0.1",".","0.2","0.0","0.0","0.1","0.1"
