"PhD Thesis-Management","Course Total","8","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"","999
088","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"","999
129","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"Read&Rsch-Mgmt&H Resrcs PhD","Course Total","2","***","","","","","","","","","","","","","","","","",""
"M H R
236","Dept. Total","1379","3.254","34.7","20.8","24.9","5.5","9.5","2.0","1.2","1.1","0.1",".",".","",".","0.1",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Sophomore","","87","2.954","26.4","12.6","33.3","3.4","16.1","4.6","3.4",".",".",".",".","",".",".",".",".","."
"Junior","","406","2.983","20.0","14.5","37.2","9.6","12.8","2.7","2.0","0.5","0.5",".",".","",".",".",".",".","0.2"
"Senior","","500","3.175","32.4","18.2","26.0","6.4","12.8","2.6","1.0","0.6",".",".",".","",".",".",".",".","."
"Undergraduates","","997","3.079","26.8","16.4","31.1","7.4","13.0","2.8","1.6","0.5","0.2",".",".","",".",".",".",".","0.1"
"Special","","23","3.295","21.7","47.8","13.0","8.7",".",".","4.3","4.3",".",".",".","",".",".",".",".","."
"Graduate","","352","3.745","57.1","31.3","8.5",".","0.3",".",".","2.6",".",".",".","",".","0.3",".",".","."
"Prof Yr 2","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Prof Yr 3","","5","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Professionals","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"","Dept. Total","1379","3.254","34.7","20.8","24.9","5.5","9.5","2.0","1.2","1.1","0.1",".",".","",".","0.1",".",".","0.1"
