"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","","",""
"IES","College Total","1272","3.457","51.6","15.9","15.8","","3.4 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","92","3.318","50.0","15.2","15.2","3.3","14.1","2.2",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","244","3.423","55.3","17.2","14.8","4.1","5.7","1.2","1.6",".","",".",".",".",".",".",".",".","."
"Junior","","254","3.371","45.3","18.9","22.0","3.5","5.9","2.0","1.2","0.8","",".",".",".",".",".",".","0.4","."
"Senior","","452","3.458","51.5","17.0","18.8","4.4","4.0","1.5","1.1","1.1","",".",".",".",".","0.2","0.2",".","."
"Undergraduates","","1042","3.416","50.8","17.4","18.3","4.0","5.8","1.6","1.2","0.7","",".",".",".",".","0.1","0.1","0.1","."
"Special","","9","3.357","33.3",".","11.1",".","11.1",".",".","33.3","",".",".",".",".",".",".","11.1","."
"Graduate","","215","3.821","55.8","9.8","3.3","0.5","0.5",".",".","24.2","",".","1.4",".","3.7","0.5",".","0.5","."
"Prof Yr 1","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","3","3.286","33.3",".","66.7",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","6","3.643","66.7",".","33.3",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","1272","3.457","51.6","15.9","15.8","3.4","4.9","1.3","0.9","4.9","",".","0.2",".","0.6","0.2","0.1","0.2","."
