"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"675","005","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","006","","10","3.944","80.0","10.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"675","007","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","008","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","009","","28","4.000","96.4",".",".",".",".",".",".",".",".",".",".",".",".",".","3.6","."
"General Seminar","Course Total","","118","3.940","93.2","2.5","1.7","0.8",".",".",".",".",".",".",".",".","0.8",".","0.8","."
"690","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"690","008","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"690","010","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"690","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","039","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"690","052","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"690","053","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"690","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","103","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"690","172","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","73","3.779","93.2","1.4","2.7","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"692
School Practicum in Com Dis","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","170","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","32","4.000","87.5",".",".",".",".",".",".","3.1",".",".",".","3.1","3.1","3.1",".","."
"726
Qual Mth-Stdy Chldrn&Contxt","001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"760
Sex/Gender-Related Iss in C&I","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801
Interactv Media&Comp-Curric","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"812
Curricular Issues-Math Ed","001","","15","3.767","73.3","13.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"829
Prosmr-Amer Curric Theory","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"832
Teachng Conceptl Change-Sci","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"900
Smr-Educational Technology","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
