"TERM : 1084","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2007-2008","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL PHYSICS","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","",""
"MED PHYS
621","Dept. Total","265","3.645","41.1","17.0","12.5","1.9","0.4","",".","",".","19.6","",".",".","",".","7.2","",".",".",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","7","3.067",".","28.6","57.1","14.3",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","14","3.405","28.6","35.7","28.6",".","7.1","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","22","3.333","22.7","31.8","36.4","4.5","4.5","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","3","3.750","66.7",".","33.3",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","238","3.686","42.4","16.0","10.1","1.7",".","",".","",".","21.4","",".",".","",".","8.0","",".",".",".","0.4"
"Prof Yr 1","","1","",".",".",".",".",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".","",".","",".","50.0","",".",".","",".",".","",".",".",".","."
"","Dept. Total","265","3.645","41.1","17.0","12.5","1.9","0.4","",".","",".","19.6","",".",".","",".","7.2","",".",".",".","0.4"
