"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","",""
"Honors Interdis Reading Course","185
001","13","3.731","46.2","53.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Les, Gay, Bi, Trnsgen St","200
001","14","3.500","35.7","28.6","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
001","12","3.828","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
250","12","3.804","75.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","8.3"
"","250
003","15","3.809","73.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
004","11","3.661","54.5","27.3","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","250
005","10","3.864","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
006","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
007","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".",".",".","14.3","."
"","250
008","10","3.786","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
009","15","3.919","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Research Experience","Course Total","103","3.839","74.8","17.5","4.9","1.0",".",".",".",".",".",".",".",".",".",".","1.0","1.0"
"L & S Jr-Sr Honors Smr","480
001","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","701
002","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","701
004","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics: Grad Stdts in Teaching","Course Total","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"INTER-LS
502","Dept. Total","159","3.819","73.0","18.9","6.3","0.6",".",".",".",".",".",".",".",".",".",".","0.6","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.644","48.1","33.3","11.1","3.7",".",".",".",".",".",".",".",".",".",".",".","3.7"
"Sophomore","","45","3.881","77.8","17.8","2.2",".",".",".",".",".",".",".",".",".",".",".","2.2","."
"Junior","","52","3.831","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","19","3.769","63.2","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","143","3.803","69.9","21.0","7.0","0.7",".",".",".",".",".",".",".",".",".",".","0.7","0.7"
"Special","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","159","3.819","73.0","18.9","6.3","0.6",".",".",".",".",".",".",".",".",".",".","0.6","0.6"
