"","682
002","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","682
003","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Senior Honors Thesis","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"Directed Study","699
004","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"JEWISH
510","Dept. Total","167","3.414","37.7","29.3","12.6","6.0","3.0","1.2","1.8","3.0","0.6","4.2","",".","",".","0.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","2.650","33.3","33.3",".",".",".",".","33.3",".",".",".","",".","",".",".",".",".","."
"Sophomore","","26","3.409","26.9","57.7","3.8",".","7.7","3.8",".",".",".",".","",".","",".",".",".",".","."
"Junior","","48","3.431","37.5","31.3","16.7","8.3","2.1","2.1",".","2.1",".",".","",".","",".",".",".",".","."
"Senior","","85","3.417","40.0","21.2","12.9","7.1","2.4",".","2.4","4.7","1.2","8.2","",".","",".",".",".",".","."
"Undergraduates","","162","3.405","37.0","30.2","12.3","6.2","3.1","1.2","1.9","3.1","0.6","4.3","",".","",".",".",".",".","."
"Special","","2","3.500","50.0",".","50.0",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Graduate","","3","4.000","66.7",".",".",".",".",".",".",".",".",".","",".","",".","33.3",".",".","."
"","Dept. Total","167","3.414","37.7","29.3","12.6","6.0","3.0","1.2","1.8","3.0","0.6","4.2","",".","",".","0.6",".",".","."
