"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"POLITICAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","",""
"467
Elections & Voting Behavior","001","26","3.500","46.2","30.8","19.2",".",".",".","3.8",".",".",".",".",".",".",".",".","."
"502
Dev Mod West Pol Thought","001","65","3.097","20.0","29.2","20.0","20.0","6.2","4.6",".",".",".",".",".",".",".",".",".","."
"503
Contemp Political Thought","001","43","3.366","39.5","25.6","14.0","7.0","7.0",".","2.3","2.3",".",".",".",".",".","2.3",".","."
"505
Challenge of Democratizatn","001","18","3.222","38.9","16.7","27.8","5.6","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"506","001","65","3.156","20.0","29.2","30.8","10.8","4.6",".","3.1",".",".",".",".",".",".",".",".","1.5"
"506","002","40","3.382","30.0","35.0","22.5","2.5","2.5",".","2.5","2.5",".",".",".",".",".","2.5",".","."
"Topics in Political Philos","Course Total","105","3.226","23.8","31.4","27.6","7.6","3.8",".","2.9","1.0",".",".",".",".",".","1.0",".","1.0"
"552
Multivar Stat Infernc-Pol Rsch","001","26","3.825","65.4","34.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"553
Intro Stat Computing-Poli Sci","002","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"590
Study Abroad-Pol Sci: Pol Thry","000A","2","***","","","","","","","","","",".",".",".",".",".",".","."
"633
Russian Politics","001","56","3.118","17.9","30.4","25.0","14.3","8.9",".","1.8","1.8",".",".",".",".",".",".",".","."
"639
Politics of Southeast Asia","001","41","2.564","9.8","24.4","19.5","14.6","9.8","4.9","12.2","2.4",".",".",".",".",".","2.4",".","."
"662
Comparative Social Movements","001","25","3.160","20.0","40.0","12.0","16.0","8.0","4.0",".",".",".",".",".",".",".",".",".","."
"682","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","046","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","051","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"684
Senior Honors Thesis Smr","001","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"690","000A","15","3.418","40.0","33.3","20.0",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"690","000D","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","000C","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","000B","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","21","3.383","33.3","38.1","19.0","4.8",".",".","4.8",".",".",".",".",".",".",".",".","."
"Stdy Abroad-Pol Sci:CmpartvPol","Course Total","21","3.383","33.3","38.1","19.0","4.8",".",".","4.8",".",".",".",".",".",".",".",".","."
"695","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"695","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Prosem: Topics in Poli Sci","Course Total","9","3.556","88.9",".",".",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"698","009","5","***","","","","","","","","","",".",".",".",".",".",".","."
"698","030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","28","4.000","96.4",".",".",".",".",".",".",".",".",".",".",".","3.6",".",".","."
"699","015","2","***","","","","","","","","","",".",".",".",".",".",".","."
