"Research","Course Total","81","",".",".",".",".",".",".",".","97.5","",".",".",".","1.2","",".",".","1.2","."
"","993
001","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","993
002","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Seminar in Genetics","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"GENETICS
412","Dept. Total","582","3.197","34.5","14.4","17.0","7.4","8.8","2.7","0.2","13.7","",".",".",".","0.2","",".","0.5","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.848","66.7","25.0","8.3",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","42","3.375","54.8","23.8","7.1","4.8","4.8","2.4","2.4",".","",".",".",".",".","",".",".",".","."
"Junior","","95","3.127","44.2","10.5","16.8","8.4","15.8","3.2",".",".","",".",".",".",".","",".","1.1",".","."
"Senior","","290","3.125","34.5","16.6","22.8","10.3","11.7","4.1",".",".","",".",".",".",".","",".",".",".","."
"Undergraduates","","451","3.163","40.1","16.4","19.3","8.9","11.3","3.5","0.2",".","",".",".",".",".","",".","0.2",".","."
"Special","","7","3.100","14.3",".","42.9","14.3",".",".",".",".","",".",".",".",".","",".",".","28.6","."
"Graduate","","124","3.583","16.1","8.1","7.3","1.6",".",".",".","63.7","",".",".",".","0.8","",".","1.6","0.8","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0","",".",".",".",".","",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0","",".",".",".",".","",".",".",".","."
"","Dept. Total","583","3.197","34.6","14.4","17.0","7.4","8.7","2.7","0.2","13.7","",".",".",".","0.2","",".","0.5","0.5","."
