"","991
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"GERMAN
424","Dept. Total","676","3.569","53.3","17.0","16.3","3.8","3.3","0.4","0.6","4.3","0.1",".",".","0.6","0.1",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","55","3.416","40.0","23.6","18.2","5.5","10.9",".",".",".",".",".",".",".",".",".",".","1.8"
"Sophomore","","168","3.578","51.2","20.2","23.2",".","5.4",".",".",".",".",".",".",".",".",".",".","."
"Junior","","150","3.399","45.3","18.0","22.0","7.3","2.7","2.0","2.0","0.7",".",".",".",".",".",".",".","."
"Senior","","162","3.615","56.2","19.8","14.8","6.2","1.9",".",".","1.2",".",".",".",".",".",".",".","."
"Undergraduates","","535","3.522","49.9","19.8","19.8","4.5","4.1","0.6","0.6","0.6",".",".",".",".",".",".",".","0.2"
"Special","","19","3.292","42.1","10.5","15.8","5.3",".",".","5.3","21.1",".",".",".",".",".",".",".","."
"Graduate","","121","3.935","69.4","5.8","0.8","0.8",".",".",".","18.2","0.8",".",".","3.3","0.8",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","676","3.569","53.3","17.0","16.3","3.8","3.3","0.4","0.6","4.3","0.1",".",".","0.6","0.1",".",".","0.1"
